# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-08 22:35:57,lo,30.75,30.75,6.58,6.58,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:35:57,enp9s0,554.28,1022.23,153.00,1337.51,0.00,0.00,0.40,0.44
plotter1,60,2022-01-08 22:36:57,lo,18.65,18.65,65.74,65.74,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:36:57,enp9s0,697.00,1135.85,306.52,1436.26,0.00,0.00,0.42,0.47
plotter1,60,2022-01-08 22:37:57,lo,27.33,27.33,49.96,49.96,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:37:57,enp9s0,645.48,1186.52,187.98,1531.03,0.00,0.00,0.42,0.50
plotter1,60,2022-01-08 22:38:57,lo,72.78,72.78,82.91,82.91,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:38:57,enp9s0,672.50,1237.07,195.11,1576.23,0.00,0.00,0.40,0.52
plotter1,60,2022-01-08 22:39:57,lo,47.87,47.87,5.72,5.72,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:39:57,enp9s0,656.87,1193.42,174.39,1547.78,0.00,0.00,0.42,0.51
plotter1,60,2022-01-08 22:40:57,lo,75.45,75.45,12.09,12.09,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:40:57,enp9s0,656.85,1133.67,213.28,1425.27,0.00,0.00,0.40,0.47
plotter1,60,2022-01-08 22:41:57,lo,46.82,46.82,6.50,6.50,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:41:57,enp9s0,644.65,1144.92,203.85,1470.41,0.00,0.00,0.42,0.48
plotter1,60,2022-01-08 22:42:57,lo,52.52,52.52,9.07,9.07,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:42:57,enp9s0,612.52,1037.28,201.22,1304.86,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 22:43:57,lo,27.12,27.12,106.43,106.43,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:43:57,enp9s0,657.73,1172.70,225.71,1506.69,0.00,0.00,0.42,0.49
plotter1,60,2022-01-08 22:44:57,lo,51.67,51.67,7.91,7.91,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:44:57,enp9s0,625.30,1119.23,190.59,1433.62,0.00,0.00,0.42,0.47
plotter1,60,2022-01-08 22:45:57,lo,39.47,39.47,6.92,6.92,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:45:57,enp9s0,592.48,1058.83,184.24,1358.03,0.00,0.00,0.40,0.44
plotter1,60,2022-01-08 22:46:57,lo,6.17,6.17,3.93,3.93,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:46:57,enp9s0,594.00,1031.53,210.64,1325.41,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 22:47:57,lo,45.03,45.03,6.89,6.89,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:47:57,enp9s0,556.22,949.03,202.30,1182.73,0.00,0.00,0.40,0.39
plotter1,60,2022-01-08 22:48:57,lo,57.72,57.72,82.42,82.42,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:48:57,enp9s0,637.35,1105.78,212.95,1395.99,0.00,0.00,0.42,0.46
plotter1,60,2022-01-08 22:49:57,lo,24.47,24.47,4.26,4.26,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:49:57,enp9s0,586.70,1042.30,166.94,1349.07,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 22:50:57,lo,42.57,42.57,5.01,5.01,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:50:57,enp9s0,601.28,1095.35,166.99,1413.10,0.00,0.00,0.42,0.46
plotter1,60,2022-01-08 22:51:57,lo,40.48,40.48,6.77,6.77,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:51:57,enp9s0,575.42,1012.42,181.45,1292.27,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 22:52:57,lo,32.53,32.53,6.07,6.07,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:52:57,enp9s0,613.80,1047.40,214.18,1330.72,0.00,0.00,0.40,0.44
plotter1,60,2022-01-08 22:53:57,lo,26.62,26.62,5.38,5.38,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:53:57,enp9s0,577.60,997.00,175.68,1281.25,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 22:54:57,lo,38.17,38.17,113.20,113.20,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:54:57,enp9s0,589.17,1027.27,187.64,1316.34,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 22:55:57,lo,43.00,43.00,6.44,6.44,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:55:57,enp9s0,536.68,940.50,168.68,1189.19,0.00,0.00,0.42,0.39
plotter1,60,2022-01-08 22:56:57,lo,52.57,52.57,8.53,8.53,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:56:57,enp9s0,604.45,1079.22,180.68,1372.96,0.00,0.00,0.42,0.45
plotter1,60,2022-01-08 22:57:57,lo,53.67,53.67,6.77,6.77,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:57:57,enp9s0,617.82,1099.05,189.54,1397.88,0.00,0.00,0.40,0.46
plotter1,60,2022-01-08 22:58:57,lo,48.37,48.37,7.84,7.84,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:58:57,enp9s0,608.93,1041.80,199.02,1315.65,0.00,0.00,0.40,0.43
plotter1,60,2022-01-08 22:59:57,lo,55.40,55.40,100.69,100.69,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 22:59:57,enp9s0,646.00,1136.20,206.41,1452.44,0.00,0.00,0.40,0.48
plotter1,60,2022-01-08 23:00:57,lo,59.13,59.13,6.59,6.59,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:00:57,enp9s0,656.77,1153.42,200.47,1468.65,0.00,0.00,0.40,0.48
plotter1,60,2022-01-08 23:01:57,lo,70.27,70.27,8.89,8.89,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:01:57,enp9s0,626.82,1045.27,218.72,1302.38,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 23:02:57,lo,48.48,48.48,6.38,6.38,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:02:57,enp9s0,530.07,897.93,175.73,1120.09,0.00,0.00,0.42,0.37
plotter1,60,2022-01-08 23:03:57,lo,52.43,52.43,6.40,6.40,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:03:57,enp9s0,679.80,1231.35,206.84,1590.14,0.00,0.00,0.42,0.52
plotter1,60,2022-01-08 23:04:57,lo,57.73,57.73,81.23,81.23,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:04:57,enp9s0,563.03,955.88,197.52,1183.70,0.00,0.00,0.42,0.39
plotter1,60,2022-01-08 23:05:57,lo,55.57,55.57,8.72,8.72,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:05:57,enp9s0,638.58,1106.75,209.37,1400.78,0.00,0.00,0.40,0.46
plotter1,60,2022-01-08 23:06:57,lo,47.43,47.43,8.79,8.79,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:06:57,enp9s0,596.83,1021.78,197.52,1295.30,0.00,0.00,0.40,0.42
plotter1,60,2022-01-08 23:07:57,lo,28.28,28.28,6.31,6.31,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:07:57,enp9s0,623.88,1094.68,216.96,1400.33,0.00,0.00,0.40,0.46
plotter1,60,2022-01-08 23:08:57,lo,3.03,3.03,3.21,3.21,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:08:57,enp9s0,520.78,892.57,179.90,1140.26,0.00,0.00,0.42,0.37
plotter1,60,2022-01-08 23:09:57,lo,6.63,6.63,64.45,64.45,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:09:57,enp9s0,593.72,1033.62,209.09,1335.41,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 23:10:57,lo,6.43,6.43,3.18,3.18,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:10:57,enp9s0,550.88,953.45,201.89,1216.17,0.00,0.00,0.42,0.40
plotter1,60,2022-01-08 23:11:57,lo,18.10,18.10,4.80,4.80,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:11:57,enp9s0,629.63,1110.33,216.27,1437.13,0.00,0.00,0.42,0.47
plotter1,60,2022-01-08 23:12:57,lo,7.40,7.40,4.14,4.14,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:12:57,enp9s0,568.77,963.12,211.96,1223.92,0.00,0.00,0.42,0.40
plotter1,60,2022-01-08 23:13:57,lo,38.48,38.48,7.00,7.00,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:13:57,enp9s0,599.28,1035.03,209.89,1317.04,0.00,0.00,0.40,0.43
plotter1,60,2022-01-08 23:14:57,lo,43.45,43.45,60.34,60.34,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:14:57,enp9s0,643.70,1105.70,225.45,1402.62,0.00,0.00,0.42,0.46
plotter1,60,2022-01-08 23:15:57,lo,40.82,40.82,6.65,6.65,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:15:57,enp9s0,589.93,1019.07,196.55,1298.11,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 23:16:57,lo,30.70,30.70,5.14,5.14,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:16:57,enp9s0,582.53,1020.33,173.28,1311.05,0.00,0.00,0.43,0.43
plotter1,60,2022-01-08 23:17:57,lo,51.32,51.32,6.89,6.89,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:17:57,enp9s0,591.30,997.52,190.54,1256.07,0.00,0.00,0.40,0.41
plotter1,60,2022-01-08 23:18:57,lo,17.17,17.17,4.75,4.75,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:18:57,enp9s0,643.40,1156.65,180.69,1510.95,0.00,0.00,0.43,0.50
plotter1,60,2022-01-08 23:19:57,lo,41.52,41.52,66.14,66.14,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:19:57,enp9s0,661.82,1198.93,199.44,1547.53,0.00,0.00,0.40,0.51
plotter1,60,2022-01-08 23:20:57,lo,34.27,34.27,4.73,4.73,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:20:57,enp9s0,612.88,1071.42,198.74,1366.53,0.00,0.00,0.40,0.45
plotter1,60,2022-01-08 23:21:57,lo,7.30,7.30,3.77,3.77,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:21:57,enp9s0,556.43,991.13,197.59,1274.60,0.00,0.00,0.43,0.42
plotter1,60,2022-01-08 23:22:57,lo,3.07,3.07,3.01,3.01,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:22:57,enp9s0,591.95,1064.72,195.14,1383.84,0.00,0.00,0.40,0.45
plotter1,60,2022-01-08 23:23:57,lo,35.47,35.47,5.72,5.72,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:23:57,enp9s0,654.33,1148.13,213.82,1476.72,0.00,0.00,0.42,0.48
plotter1,60,2022-01-08 23:24:57,lo,30.57,30.57,4.60,4.60,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:24:57,enp9s0,591.32,1025.80,201.83,1306.26,0.00,0.00,0.40,0.43
plotter1,60,2022-01-08 23:25:57,lo,44.87,44.87,219.19,219.19,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:25:57,enp9s0,586.45,1119.30,163.29,1453.96,0.00,0.00,0.42,0.48
plotter1,60,2022-01-08 23:26:57,lo,22.90,22.90,2.92,2.92,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:26:57,enp9s0,554.63,1030.22,140.04,1342.75,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 23:27:57,lo,62.20,62.20,5.96,5.96,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:27:57,enp9s0,569.68,994.62,161.13,1255.52,0.00,0.00,0.40,0.41
plotter1,60,2022-01-08 23:28:57,lo,29.30,29.30,4.31,4.31,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:28:57,enp9s0,571.93,1041.20,155.01,1351.61,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 23:29:57,lo,71.57,71.57,7.75,7.75,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:29:57,enp9s0,583.08,1044.17,149.51,1333.12,0.00,0.00,0.40,0.44
plotter1,60,2022-01-08 23:30:57,lo,68.10,68.10,61.77,61.77,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:30:57,enp9s0,648.65,1167.77,197.51,1494.47,0.00,0.00,0.40,0.49
plotter1,60,2022-01-08 23:31:57,lo,70.93,70.93,7.83,7.83,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:31:57,enp9s0,619.53,1076.30,209.02,1352.01,0.00,0.00,0.43,0.44
plotter1,60,2022-01-08 23:32:57,lo,60.58,60.58,7.91,7.91,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:32:57,enp9s0,554.52,929.77,191.79,1161.71,0.00,0.00,0.42,0.38
plotter1,60,2022-01-08 23:33:57,lo,56.00,56.00,6.97,6.97,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:33:57,enp9s0,658.50,1158.52,202.10,1480.35,0.00,0.00,0.42,0.49
plotter1,60,2022-01-08 23:34:57,lo,65.43,65.43,7.78,7.78,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:34:57,enp9s0,511.77,842.72,169.81,1033.39,0.00,0.00,0.40,0.34
plotter1,60,2022-01-08 23:35:57,lo,59.82,59.82,74.51,74.51,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:35:57,enp9s0,643.28,1157.67,202.90,1479.05,0.00,0.00,0.43,0.48
plotter1,60,2022-01-08 23:36:57,lo,54.83,54.83,7.40,7.40,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:36:57,enp9s0,620.67,1051.17,206.96,1323.67,0.00,0.00,0.40,0.43
plotter1,60,2022-01-08 23:37:57,lo,21.18,21.18,5.70,5.70,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:37:57,enp9s0,592.02,1044.33,183.28,1355.08,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 23:38:57,lo,12.73,12.73,4.30,4.30,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:38:57,enp9s0,661.80,1175.17,219.17,1521.11,0.00,0.00,0.40,0.50
plotter1,60,2022-01-08 23:39:57,lo,39.20,39.20,6.02,6.02,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:39:57,enp9s0,600.28,1060.12,171.44,1363.13,0.00,0.00,0.42,0.45
plotter1,60,2022-01-08 23:40:57,lo,67.05,67.05,82.64,82.64,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:40:57,enp9s0,746.83,1335.03,240.20,1719.69,0.00,0.00,0.42,0.56
plotter1,60,2022-01-08 23:41:57,lo,57.05,57.05,6.30,6.30,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:41:57,enp9s0,590.67,1044.62,169.56,1343.04,0.00,0.00,0.42,0.44
plotter1,60,2022-01-08 23:42:57,lo,31.62,31.62,6.64,6.64,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:42:57,enp9s0,636.90,1159.62,203.91,1498.63,0.00,0.00,0.40,0.49
plotter1,60,2022-01-08 23:43:57,lo,50.85,50.85,7.88,7.88,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:43:57,enp9s0,559.80,940.65,194.75,1175.94,0.00,0.00,0.40,0.39
plotter1,60,2022-01-08 23:44:57,lo,52.55,52.55,6.56,6.56,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:44:57,enp9s0,658.03,1152.30,209.56,1468.77,0.00,0.00,0.42,0.48
plotter1,60,2022-01-08 23:45:57,lo,82.60,82.60,237.59,237.59,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:45:57,enp9s0,621.87,1144.87,200.01,1459.98,0.00,0.00,0.40,0.48
plotter1,60,2022-01-08 23:46:57,lo,47.23,47.23,6.92,6.92,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:46:57,enp9s0,546.67,930.07,161.56,1173.50,0.00,0.00,0.40,0.38
plotter1,60,2022-01-08 23:47:57,lo,33.22,33.22,6.48,6.48,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:47:57,enp9s0,586.22,1004.50,211.12,1278.24,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 23:48:57,lo,20.50,20.50,4.85,4.85,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:48:57,enp9s0,581.97,994.98,196.01,1276.22,0.00,0.00,0.40,0.42
plotter1,60,2022-01-08 23:49:57,lo,49.57,49.57,8.53,8.53,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:49:57,enp9s0,615.97,1091.02,196.85,1393.31,0.00,0.00,0.42,0.46
plotter1,60,2022-01-08 23:50:57,lo,50.82,50.82,74.86,74.86,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:50:57,enp9s0,597.45,1069.10,193.18,1364.91,0.00,0.00,0.42,0.45
plotter1,60,2022-01-08 23:51:57,lo,55.63,55.63,9.72,9.72,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:51:57,enp9s0,611.28,1092.88,190.28,1403.08,0.00,0.00,0.42,0.46
plotter1,60,2022-01-08 23:52:57,lo,52.80,52.80,8.55,8.55,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:52:57,enp9s0,597.60,1019.27,190.12,1291.69,0.00,0.00,0.40,0.42
plotter1,60,2022-01-08 23:53:57,lo,25.90,25.90,6.82,6.82,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:53:57,enp9s0,642.82,1135.40,216.77,1471.07,0.00,0.00,0.42,0.48
plotter1,60,2022-01-08 23:54:57,lo,14.27,14.27,4.46,4.46,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:54:57,enp9s0,645.52,1134.95,214.56,1470.24,0.00,0.00,0.40,0.48
plotter1,60,2022-01-08 23:55:57,lo,41.00,41.00,6.37,6.37,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:55:57,enp9s0,577.15,1009.37,205.01,1283.68,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 23:56:57,lo,14.82,14.82,72.83,72.83,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:56:57,enp9s0,616.82,1105.95,204.21,1436.43,0.00,0.00,0.42,0.47
plotter1,60,2022-01-08 23:57:57,lo,7.07,7.07,3.51,3.51,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:57:57,enp9s0,535.68,931.05,195.79,1202.92,0.00,0.00,0.42,0.39
plotter1,60,2022-01-08 23:58:57,lo,48.45,48.45,7.55,7.55,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:58:57,enp9s0,639.30,1129.23,214.81,1443.03,0.00,0.00,0.40,0.47
plotter1,60,2022-01-08 23:59:57,lo,59.17,59.17,11.82,11.82,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 23:59:57,enp9s0,605.28,1059.52,201.89,1337.44,0.00,0.00,0.42,0.44
