HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,TRANSACTION_START,AUTOTEST1_PR9746,2022-01-08T00:24:06,2022-01-08T00:24:11,2022-01-08T00:26:45,2022-01-08T00:27:26,2022-01-08T00:30:37,1611137024,"No Changes from branch"
plotter1,TRANSACTION_START,AUTOTEST1_PR9746,2022-01-08T00:30:46,2022-01-08T00:30:50,2022-01-08T00:32:05,2022-01-08T00:33:06,2022-01-08T00:36:15,1611137024,"No Changes from branch"
plotter1,TRANSACTION_START,AUTOTEST5_PR9746,2022-01-08T00:36:24,2022-01-08T00:36:27,2022-01-08T00:39:00,2022-01-08T00:39:45,2022-01-08T00:45:20,1611137024,"Default values"
