# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-08 00:37:24,lo,10.15,10.15,4.94,4.94,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:37:24,enp9s0,557.98,987.37,183.34,1267.75,0.00,0.00,0.40,0.42
plotter1,60,2022-01-08 00:38:24,lo,14.18,14.18,8.93,8.93,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:38:24,enp9s0,641.28,1038.08,288.40,1290.69,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 00:39:24,lo,11.50,11.50,7.98,7.98,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:39:24,enp9s0,590.88,1076.50,187.96,1400.69,0.00,0.00,0.43,0.46
plotter1,60,2022-01-08 00:40:24,lo,3.18,3.18,3.76,3.76,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:40:24,enp9s0,680.83,1091.98,304.18,1380.01,0.00,0.00,0.42,0.45
plotter1,60,2022-01-08 00:41:24,lo,6.82,6.82,88.88,88.88,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:41:24,enp9s0,587.43,1105.37,152.43,1457.50,0.00,0.00,0.40,0.48
plotter1,60,2022-01-08 00:42:24,lo,0.93,0.93,1.31,1.31,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:42:24,enp9s0,518.92,959.93,123.90,1267.01,0.00,0.00,0.42,0.42
plotter1,60,2022-01-08 00:43:24,lo,1.40,1.40,2.21,2.21,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:43:24,enp9s0,625.27,1150.22,165.91,1532.70,0.00,0.00,0.42,0.50
plotter1,60,2022-01-08 00:44:24,lo,1.55,1.55,2.93,2.93,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:44:24,enp9s0,556.07,955.77,185.83,1239.09,0.00,0.00,0.40,0.41
plotter1,60,2022-01-08 00:45:24,lo,2.50,2.50,3.00,3.00,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 00:45:24,enp9s0,630.03,1096.15,199.21,1429.43,0.00,0.00,0.40,0.47
