# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
harvester2;60;2022-01-03 02:43:24;-1;8.58;0.00;19.33;17.86;0.00;54.23
harvester2;60;2022-01-03 02:44:24;-1;6.09;0.00;14.74;29.91;0.00;49.26
harvester2;60;2022-01-03 02:45:24;-1;6.17;0.00;16.80;27.78;0.00;49.25
harvester2;60;2022-01-03 02:46:24;-1;5.99;0.00;13.24;32.48;0.00;48.29
harvester2;60;2022-01-03 02:47:24;-1;5.83;0.00;14.19;30.05;0.00;49.93
harvester2;60;2022-01-03 02:48:24;-1;6.18;0.00;15.75;28.88;0.00;49.19
harvester2;60;2022-01-03 02:49:24;-1;5.92;0.00;14.17;30.33;0.00;49.57
harvester2;60;2022-01-03 02:50:24;-1;5.89;0.00;13.11;32.25;0.00;48.75
harvester2;60;2022-01-03 02:51:24;-1;5.93;0.00;14.64;29.39;0.00;50.04
harvester2;60;2022-01-03 02:52:24;-1;6.01;0.00;14.85;30.39;0.00;48.74
harvester2;60;2022-01-03 02:53:24;-1;6.15;0.00;14.63;30.00;0.00;49.22
harvester2;60;2022-01-03 02:54:24;-1;15.89;0.00;16.48;2.01;0.00;65.61
harvester2;60;2022-01-03 02:55:24;-1;7.29;0.00;17.05;4.26;0.00;71.40
harvester2;60;2022-01-03 02:56:24;-1;19.38;0.00;14.85;3.04;0.00;62.73
harvester2;60;2022-01-03 02:57:24;-1;13.66;0.00;3.26;0.10;0.00;82.98
harvester2;60;2022-01-03 02:58:24;-1;26.13;0.00;3.20;0.08;0.00;70.59
harvester2;60;2022-01-03 02:59:24;-1;31.87;0.00;1.83;0.14;0.00;66.16
harvester2;60;2022-01-03 03:00:24;-1;36.52;0.00;2.35;0.05;0.00;61.09
harvester2;60;2022-01-03 03:01:24;-1;41.79;0.00;5.03;0.25;0.00;52.93
harvester2;60;2022-01-03 03:02:24;-1;28.51;0.00;7.16;14.29;0.00;50.03
harvester2;60;2022-01-03 03:03:24;-1;40.14;0.00;7.02;0.50;0.00;52.34
harvester2;60;2022-01-03 03:04:24;-1;42.57;0.00;5.54;4.63;0.00;47.26
harvester2;60;2022-01-03 03:05:24;-1;47.71;0.00;5.69;1.20;0.00;45.39
harvester2;60;2022-01-03 03:06:24;-1;47.09;0.00;5.62;0.41;0.00;46.87
harvester2;60;2022-01-03 03:07:24;-1;43.14;0.00;6.92;1.25;0.00;48.69
harvester2;60;2022-01-03 03:08:24;-1;48.39;0.00;5.43;0.37;0.00;45.81
harvester2;60;2022-01-03 03:09:24;-1;36.58;0.00;6.23;11.42;0.00;45.76
harvester2;60;2022-01-03 03:10:24;-1;48.03;0.00;5.39;0.33;0.00;46.26
harvester2;60;2022-01-03 03:11:24;-1;34.38;0.00;6.33;11.54;0.00;47.75
harvester2;60;2022-01-03 03:12:24;-1;44.60;0.00;5.42;2.91;0.00;47.07
harvester2;60;2022-01-03 03:13:24;-1;38.86;0.00;5.19;3.75;0.00;52.20
harvester2;60;2022-01-03 03:14:24;-1;46.17;0.00;4.63;0.39;0.00;48.80
harvester2;60;2022-01-03 03:15:24;-1;49.64;0.00;9.12;0.86;0.00;40.39
harvester2;60;2022-01-03 03:16:24;-1;50.70;0.00;9.51;4.46;0.00;35.33
harvester2;60;2022-01-03 03:17:24;-1;44.81;0.00;8.98;0.64;0.00;45.57
harvester2;60;2022-01-03 03:18:24;-1;52.22;0.00;7.43;0.93;0.00;39.41
harvester2;60;2022-01-03 03:19:24;-1;43.09;0.00;5.79;1.03;0.00;50.09
harvester2;60;2022-01-03 03:20:24;-1;49.21;0.00;6.95;1.29;0.00;42.56
harvester2;60;2022-01-03 03:21:24;-1;47.23;0.00;5.15;1.94;0.00;45.68
harvester2;60;2022-01-03 03:22:24;-1;49.69;0.00;5.83;3.14;0.00;41.33
harvester2;60;2022-01-03 03:23:24;-1;48.84;0.00;6.36;0.19;0.00;44.62
harvester2;60;2022-01-03 03:24:24;-1;45.12;0.00;6.00;1.62;0.00;47.27
harvester2;60;2022-01-03 03:25:24;-1;37.75;0.00;6.42;0.31;0.00;55.52
harvester2;60;2022-01-03 03:26:24;-1;37.58;0.00;6.48;0.37;0.00;55.57
harvester2;60;2022-01-03 03:27:24;-1;29.11;0.00;5.58;7.41;0.00;57.90
harvester2;60;2022-01-03 03:28:24;-1;37.44;0.00;5.93;0.57;0.00;56.07
harvester2;60;2022-01-03 03:29:24;-1;27.29;0.00;5.09;2.21;0.00;65.41
harvester2;60;2022-01-03 03:30:24;-1;40.27;0.00;6.46;0.16;0.00;53.10
harvester2;60;2022-01-03 03:31:24;-1;45.86;0.00;6.94;0.22;0.00;46.99
harvester2;60;2022-01-03 03:32:24;-1;27.27;0.00;4.97;1.46;0.00;66.30
harvester2;60;2022-01-03 03:33:24;-1;39.70;0.00;6.05;0.46;0.00;53.80
