# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-04 14:37:45,lo,7.15,7.15,3.58,3.58,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:37:45,enp6s0,524.75,1043.23,100.89,1408.74,0.00,0.00,0.42,0.46
plotter1,60,2022-01-04 14:38:45,lo,12.00,12.00,7.39,7.39,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:38:45,enp6s0,621.38,827.77,371.48,1003.16,0.00,0.00,0.43,0.33
plotter1,60,2022-01-04 14:39:45,lo,3.50,3.50,3.34,3.34,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:39:45,enp6s0,790.03,1253.20,370.56,1581.23,0.00,0.00,0.42,0.52
plotter1,60,2022-01-04 14:40:45,lo,1.77,1.77,2.72,2.72,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:40:45,enp6s0,690.75,983.77,411.47,1194.27,0.00,0.00,0.40,0.39
plotter1,60,2022-01-04 14:41:45,lo,1.37,1.37,1.81,1.81,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:41:45,enp6s0,734.43,1079.80,390.11,1395.24,0.00,0.00,0.42,0.46
plotter1,60,2022-01-04 14:42:45,lo,0.80,0.80,1.01,1.01,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:42:45,enp6s0,764.82,1224.13,338.76,1599.16,0.00,0.00,0.43,0.52
plotter1,60,2022-01-04 14:43:45,lo,0.77,0.77,1.12,1.12,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:43:45,enp6s0,635.07,985.83,279.32,1281.42,0.00,0.00,0.42,0.42
plotter1,60,2022-01-04 14:44:45,lo,0.83,0.83,1.10,1.10,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:44:45,enp6s0,641.68,962.97,307.29,1241.57,0.00,0.00,0.38,0.41
plotter1,60,2022-01-04 14:45:45,lo,0.87,0.87,1.13,1.13,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:45:45,enp6s0,679.22,1042.33,324.98,1365.24,0.00,0.00,0.43,0.45
plotter1,60,2022-01-04 14:46:45,lo,0.97,0.97,1.66,1.66,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:46:45,enp6s0,595.10,1025.57,186.42,1364.05,0.00,0.00,0.42,0.45
plotter1,60,2022-01-04 14:47:45,lo,0.80,0.80,1.01,1.01,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:47:45,enp6s0,741.70,1060.23,400.49,1376.59,0.00,0.00,0.40,0.45
plotter1,60,2022-01-04 14:48:45,lo,0.83,0.83,1.20,1.20,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:48:45,enp6s0,764.92,1212.85,322.84,1597.63,0.00,0.00,0.42,0.52
plotter1,60,2022-01-04 14:49:45,lo,1.03,1.03,1.78,1.78,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:49:45,enp6s0,752.28,950.62,476.62,1202.86,0.00,0.00,0.42,0.39
plotter1,60,2022-01-04 14:50:45,lo,0.83,0.83,1.31,1.31,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:50:45,enp6s0,728.07,1146.75,323.29,1486.48,0.00,0.00,0.40,0.49
plotter1,60,2022-01-04 14:51:45,lo,0.77,0.77,1.24,1.24,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:51:45,enp6s0,715.15,1095.83,320.53,1417.96,0.00,0.00,0.40,0.46
plotter1,60,2022-01-04 14:52:45,lo,1.07,1.07,1.89,1.89,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:52:45,enp6s0,783.02,1160.25,391.23,1505.39,0.00,0.00,0.42,0.49
plotter1,60,2022-01-04 14:53:45,lo,0.93,0.93,1.43,1.43,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:53:45,enp6s0,660.87,1047.78,312.32,1358.81,0.00,0.00,0.42,0.45
plotter1,60,2022-01-04 14:54:45,lo,0.97,0.97,1.26,1.26,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:54:45,enp6s0,645.27,1060.82,247.69,1396.69,0.00,0.00,0.42,0.46
plotter1,60,2022-01-04 14:55:45,lo,1.07,1.07,1.74,1.74,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:55:45,enp6s0,681.03,962.67,365.69,1255.65,0.00,0.00,0.40,0.41
plotter1,60,2022-01-04 14:56:45,lo,1.03,1.03,1.73,1.73,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:56:45,enp6s0,665.45,925.28,354.49,1201.25,0.00,0.00,0.42,0.39
plotter1,60,2022-01-04 14:57:45,lo,1.00,1.00,1.55,1.55,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 14:57:45,enp6s0,585.37,1027.20,179.80,1357.60,0.00,0.00,0.40,0.44
