# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-08 01:10:17,lo,8.25,8.25,3.96,3.96,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 01:10:17,enp9s0,556.33,1010.37,162.99,1327.46,0.00,0.00,0.42,0.43
plotter1,60,2022-01-08 01:11:17,lo,6.87,6.87,4.71,4.71,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 01:11:17,enp9s0,669.70,1076.03,309.20,1365.30,0.00,0.00,0.40,0.45
plotter1,60,2022-01-08 01:12:17,lo,15.60,15.60,89.10,89.10,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 01:12:17,enp9s0,716.23,1139.93,359.13,1430.47,0.00,0.00,0.42,0.47
plotter1,60,2022-01-08 01:13:17,lo,7.93,7.93,5.30,5.30,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 01:13:17,enp9s0,523.77,931.18,163.45,1211.21,0.00,0.00,0.40,0.40
plotter1,60,2022-01-08 01:14:17,lo,7.18,7.18,6.21,6.21,0.00,0.00,0.00,0.00
plotter1,60,2022-01-08 01:14:17,enp9s0,585.08,964.68,244.19,1219.64,0.00,0.00,0.40,0.40
