# hostname,interval,timestamp,kbmemfree,kbavail,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty
plotter1,60,2022-01-08 01:10:17,127915604,128489580,1485040,1.13,158688,1207784,4083564,1.55,379808,1845452,308
plotter1,60,2022-01-08 01:11:17,126940920,128078664,1895088,1.44,159696,1770508,7552648,2.87,450736,2748212,24016
plotter1,60,2022-01-08 01:12:17,125886072,127656500,2317316,1.76,166120,2396856,7608116,2.89,573168,3634856,130212
plotter1,60,2022-01-08 01:13:17,124476856,126718832,3254040,2.47,169064,2866160,7651124,2.91,598032,5030764,116132
plotter1,60,2022-01-08 01:14:17,123485156,126235444,3737540,2.84,184284,3358828,7694336,2.93,636684,5952796,58904
