# hostname,interval,timestamp,CPU,MHz
plotter1,60,2022-01-01 02:38:58,-1,3762.62
plotter1,60,2022-01-01 02:39:58,-1,3681.39
plotter1,60,2022-01-01 02:40:58,-1,3762.69
plotter1,60,2022-01-01 02:41:58,-1,3843.75
plotter1,60,2022-01-01 02:42:58,-1,3843.91
plotter1,60,2022-01-01 02:43:58,-1,3762.50
plotter1,60,2022-01-01 02:44:58,-1,3762.50
plotter1,60,2022-01-01 02:45:58,-1,3762.50
plotter1,60,2022-01-01 02:46:58,-1,4331.26
plotter1,60,2022-01-01 02:47:58,-1,3762.72
plotter1,60,2022-01-01 02:48:58,-1,3762.58
plotter1,60,2022-01-01 02:49:58,-1,3762.65
plotter1,60,2022-01-01 02:50:58,-1,3987.32
plotter1,60,2022-01-01 02:51:58,-1,3681.44
plotter1,60,2022-01-01 02:52:58,-1,4382.00
plotter1,60,2022-01-01 02:53:58,-1,3762.54
plotter1,60,2022-01-01 02:54:58,-1,3762.61
plotter1,60,2022-01-01 02:55:58,-1,3762.60
plotter1,60,2022-01-01 02:56:58,-1,3762.50
plotter1,60,2022-01-01 02:57:58,-1,3762.58
plotter1,60,2022-01-01 02:58:58,-1,3843.75
plotter1,60,2022-01-01 02:59:58,-1,3762.64
plotter1,60,2022-01-01 03:00:58,-1,3843.88
plotter1,60,2022-01-01 03:01:58,-1,3762.53
plotter1,60,2022-01-01 03:02:58,-1,3762.73
plotter1,60,2022-01-01 03:03:58,-1,3762.54
plotter1,60,2022-01-01 03:04:58,-1,3762.58
plotter1,60,2022-01-01 03:05:58,-1,3762.63
plotter1,60,2022-01-01 03:06:58,-1,3762.58
plotter1,60,2022-01-01 03:07:58,-1,3762.66
plotter1,60,2022-01-01 03:08:58,-1,3762.50
plotter1,60,2022-01-01 03:09:58,-1,3760.48
plotter1,60,2022-01-01 03:10:58,-1,3762.52
plotter1,60,2022-01-01 03:11:58,-1,3762.50
plotter1,60,2022-01-01 03:12:58,-1,4309.68
plotter1,60,2022-01-01 03:13:58,-1,3762.50
plotter1,60,2022-01-01 03:14:58,-1,3681.25
plotter1,60,2022-01-01 03:15:58,-1,4331.22
plotter1,60,2022-01-01 03:16:58,-1,3531.25
