# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2022-01-01 02:38:58;-1;4.33;0.00;1.10;8.72;0.00;85.85
plotter1;60;2022-01-01 02:39:58;-1;15.92;0.00;0.49;7.39;0.00;76.20
plotter1;60;2022-01-01 02:40:58;-1;15.10;0.00;0.42;7.94;0.00;76.54
plotter1;60;2022-01-01 02:41:58;-1;14.18;0.00;0.42;7.23;0.00;78.17
plotter1;60;2022-01-01 02:42:58;-1;9.10;0.00;0.39;8.58;0.00;81.93
plotter1;60;2022-01-01 02:43:58;-1;9.05;0.00;0.40;7.85;0.00;82.70
plotter1;60;2022-01-01 02:44:58;-1;9.17;0.00;0.39;7.52;0.00;82.92
plotter1;60;2022-01-01 02:45:58;-1;12.56;0.00;0.41;7.77;0.00;79.26
plotter1;60;2022-01-01 02:46:58;-1;8.79;0.00;0.41;8.16;0.00;82.64
plotter1;60;2022-01-01 02:47:58;-1;9.59;0.00;0.39;7.17;0.00;82.85
plotter1;60;2022-01-01 02:48:58;-1;9.20;0.00;0.40;7.72;0.00;82.68
plotter1;60;2022-01-01 02:49:58;-1;9.16;0.00;0.38;6.92;0.00;83.54
plotter1;60;2022-01-01 02:50:58;-1;10.00;0.00;0.44;8.35;0.00;81.22
plotter1;60;2022-01-01 02:51:58;-1;11.59;0.00;0.39;7.29;0.00;80.74
plotter1;60;2022-01-01 02:52:58;-1;14.01;0.00;0.41;6.33;0.00;79.25
plotter1;60;2022-01-01 02:53:58;-1;9.37;0.00;0.40;8.20;0.00;82.03
plotter1;60;2022-01-01 02:54:58;-1;8.91;0.00;0.37;7.18;0.00;83.54
plotter1;60;2022-01-01 02:55:58;-1;9.40;0.00;0.45;9.96;0.00;80.19
plotter1;60;2022-01-01 02:56:58;-1;9.49;0.00;0.36;6.72;0.00;83.43
plotter1;60;2022-01-01 02:57:58;-1;9.06;0.00;0.36;7.32;0.00;83.26
plotter1;60;2022-01-01 02:58:58;-1;8.91;0.00;0.38;8.38;0.00;82.34
plotter1;60;2022-01-01 02:59:58;-1;8.63;0.00;0.35;6.32;0.00;84.70
plotter1;60;2022-01-01 03:00:58;-1;9.34;0.00;0.40;8.23;0.00;82.03
plotter1;60;2022-01-01 03:01:58;-1;9.31;0.00;0.39;7.59;0.00;82.70
plotter1;60;2022-01-01 03:02:58;-1;8.90;0.00;0.37;7.42;0.00;83.31
plotter1;60;2022-01-01 03:03:58;-1;9.00;0.00;0.37;6.58;0.00;84.05
plotter1;60;2022-01-01 03:04:58;-1;9.07;0.00;0.37;7.73;0.00;82.82
plotter1;60;2022-01-01 03:05:58;-1;9.63;0.00;0.59;8.48;0.00;81.30
plotter1;60;2022-01-01 03:06:58;-1;8.88;0.00;0.38;6.66;0.00;84.08
plotter1;60;2022-01-01 03:07:58;-1;8.83;0.00;0.36;6.99;0.00;83.82
plotter1;60;2022-01-01 03:08:58;-1;9.35;0.00;0.38;8.02;0.00;82.25
plotter1;60;2022-01-01 03:09:58;-1;9.15;0.00;0.35;7.08;0.00;83.41
plotter1;60;2022-01-01 03:10:58;-1;9.10;0.00;0.40;9.44;0.00;81.06
plotter1;60;2022-01-01 03:11:58;-1;9.64;0.00;0.36;8.14;0.00;81.86
plotter1;60;2022-01-01 03:12:58;-1;9.18;0.00;0.36;6.71;0.00;83.75
plotter1;60;2022-01-01 03:13:58;-1;9.16;0.00;0.35;8.05;0.00;82.44
plotter1;60;2022-01-01 03:14:58;-1;8.64;0.00;0.36;6.36;0.00;84.65
plotter1;60;2022-01-01 03:15:58;-1;10.42;0.00;0.39;10.86;0.00;78.33
plotter1;60;2022-01-01 03:16:58;-1;14.92;0.00;0.36;7.25;0.00;77.48
# hostname;interval;timestamp;tps;rtps;wtps;dtps;bread/s;bwrtn/s;bdscd/s
plotter1;60;2022-01-01 02:38:58;200.42;187.25;13.02;0.15;19042.93;340.67;72.13
plotter1;60;2022-01-01 02:39:58;181.38;171.45;9.83;0.10;17964.40;167.87;8.80
plotter1;60;2022-01-01 02:40:58;188.38;174.10;14.28;0.00;16746.77;406.00;0.00
plotter1;60;2022-01-01 02:41:58;174.34;165.74;8.60;0.00;16712.40;139.18;0.00
plotter1;60;2022-01-01 02:42:58;201.23;192.63;8.60;0.00;19844.30;141.47;0.00
plotter1;60;2022-01-01 02:43:58;200.88;190.73;10.15;0.00;19665.17;159.87;0.00
plotter1;60;2022-01-01 02:44:58;183.12;175.23;7.88;0.00;18049.62;146.13;0.00
plotter1;60;2022-01-01 02:45:58;178.77;170.30;8.47;0.00;16344.77;328.13;0.00
plotter1;60;2022-01-01 02:46:58;195.98;191.50;4.48;0.00;19600.10;90.93;0.00
plotter1;60;2022-01-01 02:47:58;180.52;175.30;5.22;0.00;18143.57;100.80;0.00
plotter1;60;2022-01-01 02:48:58;185.73;179.92;5.82;0.00;18776.27;108.13;0.00
plotter1;60;2022-01-01 02:49:58;164.33;158.68;5.65;0.00;16100.93;110.80;0.00
plotter1;60;2022-01-01 02:50:58;194.58;184.67;9.92;0.00;17948.23;359.33;0.00
plotter1;60;2022-01-01 02:51:58;168.95;162.53;6.42;0.00;16487.12;126.67;0.00
plotter1;60;2022-01-01 02:52:58;158.35;150.95;7.40;0.00;15496.82;130.13;0.00
plotter1;60;2022-01-01 02:53:58;177.25;169.53;7.72;0.00;17505.20;132.67;0.00
plotter1;60;2022-01-01 02:54:58;181.43;174.07;7.37;0.00;17727.47;134.67;0.00
plotter1;60;2022-01-01 02:55:58;229.50;218.25;11.25;0.00;21035.43;374.40;0.00
plotter1;60;2022-01-01 02:56:58;147.22;138.52;8.70;0.00;13965.20;147.47;0.00
plotter1;60;2022-01-01 02:57:58;173.85;165.83;8.02;0.00;17191.47;138.00;0.00
plotter1;60;2022-01-01 02:58:58;179.62;173.70;5.92;0.00;17646.27;128.00;0.00
plotter1;60;2022-01-01 02:59:58;150.35;146.02;4.33;0.00;15108.40;84.93;0.00
plotter1;60;2022-01-01 03:00:58;188.10;180.22;7.88;0.00;17388.77;327.07;0.00
plotter1;60;2022-01-01 03:01:58;204.48;199.17;5.32;0.00;19812.73;104.00;0.00
plotter1;60;2022-01-01 03:02:58;163.70;158.37;5.33;0.00;16413.65;102.80;0.00
plotter1;60;2022-01-01 03:03:58;158.70;152.45;6.25;0.00;15347.73;125.73;0.00
plotter1;60;2022-01-01 03:04:58;188.78;181.97;6.82;0.00;18558.93;129.33;0.00
plotter1;60;2022-01-01 03:05:58;191.37;180.88;10.48;0.00;17539.17;499.07;0.00
plotter1;60;2022-01-01 03:06:58;175.90;166.13;9.77;0.00;17058.13;321.20;0.00
plotter1;60;2022-01-01 03:07:58;167.73;160.27;7.47;0.00;16273.07;130.67;0.00
plotter1;60;2022-01-01 03:08:58;181.03;173.42;7.62;0.00;17749.20;135.07;0.00
plotter1;60;2022-01-01 03:09:58;174.18;165.82;8.37;0.00;17002.40;145.47;0.00
plotter1;60;2022-01-01 03:10:58;180.83;168.45;12.38;0.00;16515.30;388.67;0.00
plotter1;60;2022-01-01 03:11:58;189.20;181.33;7.87;0.00;18063.08;138.27;0.00
plotter1;60;2022-01-01 03:12:58;158.08;153.02;5.07;0.00;15677.52;109.87;0.00
plotter1;60;2022-01-01 03:13:58;175.63;170.12;5.52;0.00;17331.73;99.60;0.00
plotter1;60;2022-01-01 03:14:58;153.33;148.02;5.32;0.00;15279.47;100.13;0.00
plotter1;60;2022-01-01 03:15:58;226.32;216.33;9.98;0.00;20975.97;350.80;0.00
plotter1;60;2022-01-01 03:16:58;179.27;168.85;10.42;0.00;17703.60;174.53;0.00
# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
plotter1;60;2022-01-01 02:38:58;85353440;86268108;2551384;1.94;164120;42067072;47503108;18.07;1099972;43259596;312
plotter1;60;2022-01-01 02:39:58;83869540;85320280;3358912;2.55;165596;42741104;53425928;20.33;1619096;44212652;332
plotter1;60;2022-01-01 02:40:58;82559800;84514120;4072600;3.09;170024;43332888;53519496;20.36;2016872;45088280;296
plotter1;60;2022-01-01 02:41:58;81936980;84395496;4082224;3.10;172420;43943584;53638216;20.41;2476188;45275076;240
plotter1;60;2022-01-01 02:42:58;81255020;84308676;4106404;3.12;172924;44600648;53706800;20.43;2801204;45622976;312
plotter1;60;2022-01-01 02:43:58;80606888;84252020;4115428;3.12;174496;45237752;53758284;20.45;3021952;46047456;372
plotter1;60;2022-01-01 02:44:58;80023652;84210868;4116244;3.13;179092;45815928;53803784;20.47;3197052;46460104;280
plotter1;60;2022-01-01 02:45:58;79490100;84170172;4108844;3.12;183956;46352212;53858988;20.49;3403696;46804072;112
plotter1;60;2022-01-01 02:46:58;78410232;83675964;4574448;3.47;190376;46960084;54578304;20.77;3525604;47774624;76
plotter1;60;2022-01-01 02:47:58;78283708;84095480;4131308;3.14;191820;47528236;53918876;20.51;3622208;47776744;184
plotter1;60;2022-01-01 02:48:58;77693484;84067172;4136176;3.14;192212;48113140;53943436;20.52;3713988;48275080;72
plotter1;60;2022-01-01 02:49:58;77168872;84027700;4153680;3.15;192492;48619696;53968424;20.53;3784716;48711196;268
plotter1;60;2022-01-01 02:50:58;76455160;83854476;4306096;3.27;192932;49180776;54322940;20.67;3853588;49389308;232
plotter1;60;2022-01-01 02:51:58;75996600;83890840;4240032;3.22;193320;49704924;54107456;20.59;3986696;49680980;288
plotter1;60;2022-01-01 02:52:58;75175512;83535316;4571732;3.47;193576;50193852;54802400;20.85;4091656;50450196;184
plotter1;60;2022-01-01 02:53:58;75022308;83905412;4182448;3.18;193860;50736280;54077028;20.57;4140372;50502728;300
plotter1;60;2022-01-01 02:54:58;74462612;83879736;4187532;3.18;194128;51290080;54097640;20.58;4201220;50997356;240
plotter1;60;2022-01-01 02:55:58;73839060;83885828;4161828;3.16;194520;51939728;54117864;20.59;4267388;51580732;324
plotter1;60;2022-01-01 02:56:58;73393740;83860456;4168888;3.17;194796;52377468;54136444;20.60;4317068;51971312;116
plotter1;60;2022-01-01 02:57:58;72854868;83838040;4172168;3.17;195076;52912532;54164248;20.61;4374232;52460860;224
plotter1;60;2022-01-01 02:58:58;72291876;83806356;4185040;3.18;195480;53462436;54189772;20.62;4441812;52954520;140
plotter1;60;2022-01-01 02:59:58;71802168;83770244;4200372;3.19;195744;53936188;54216380;20.63;4483092;53395572;76
plotter1;60;2022-01-01 03:00:58;71239772;83729416;4222732;3.21;196088;54476324;54236464;20.64;4532852;53888860;200
plotter1;60;2022-01-01 03:01:58;70640444;83723196;4208728;3.20;196396;55089060;54256072;20.64;4568456;54471268;124
plotter1;60;2022-01-01 03:02:58;70118120;83694876;4218764;3.20;196656;55600784;54279472;20.65;4600856;54957868;328
plotter1;60;2022-01-01 03:03:58;69637552;83675944;4217948;3.20;196884;56082108;54299572;20.66;4644576;55396704;248
plotter1;60;2022-01-01 03:04:58;69063108;83658820;4216060;3.20;197128;56658072;54322832;20.67;4695948;55924196;204
plotter1;60;2022-01-01 03:05:58;68483300;83609840;4245468;3.22;197972;57207532;54349304;20.68;4747876;56443960;284
plotter1;60;2022-01-01 03:06:58;67953668;83592604;4242268;3.22;198220;57740172;54369932;20.69;4788992;56934224;244
plotter1;60;2022-01-01 03:07:58;67458060;83585696;4231172;3.21;198504;58246504;54388836;20.69;4828312;57402812;272
plotter1;60;2022-01-01 03:08:58;66895988;83555780;4242296;3.22;198732;58797428;54407908;20.70;4875340;57907020;316
plotter1;60;2022-01-01 03:09:58;66376036;83546076;4233176;3.21;198940;59326368;54426984;20.71;4902500;58409528;256
plotter1;60;2022-01-01 03:10:58;65827432;83492724;4266876;3.24;199244;59841232;54449124;20.72;4943768;58886356;280
plotter1;60;2022-01-01 03:11:58;65294732;83502008;4237592;3.22;199496;60402880;54469456;20.72;4973280;59414520;252
plotter1;60;2022-01-01 03:12:58;64706960;83386924;4332960;3.29;199772;60894768;54620712;20.78;5027108;59946172;156
