HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST26,2021-12-31T11:33:47,2021-12-31T11:34:26,2021-12-31T11:35:58,2021-12-31T11:36:26,2021-12-31T12:15:47,22424846336,"Only full blocks height + peak index; auto_vacuum=full"
plotter1,DUSTSTORM1,AUTOTEST27,2021-12-31T12:16:05,2021-12-31T12:16:23,2021-12-31T12:17:52,2021-12-31T12:18:18,2021-12-31T12:56:56,22398107648,"Only full blocks height + peak index; locking_mode=exclusive, cache_spill=false, synchronous=OFF, journal_mode=off, uncommitted=true"
plotter1,DUSTSTORM1,AUTOTEST28,2021-12-31T12:57:05,2021-12-31T12:57:24,2021-12-31T13:02:06,2021-12-31T13:02:33,2021-12-31T13:41:27,22398631936,"Only full blocks height + peak index; locking_mode=exclusive, cache_spill=false, synchronous=OFF, journal_mode=off"
