# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-01 12:04:14,-1,1.74,0.00,1.07,7.96,0.00,89.23
plotter1,60,2022-01-01 12:05:14,-1,1.75,0.00,0.32,9.33,0.00,88.59
plotter1,60,2022-01-01 12:06:14,-1,9.86,0.00,0.38,8.85,0.00,80.91
plotter1,60,2022-01-01 12:07:14,-1,12.16,0.00,0.37,6.72,0.00,80.76
plotter1,60,2022-01-01 12:08:14,-1,9.03,0.00,0.34,6.69,0.00,83.94
plotter1,60,2022-01-01 12:09:14,-1,15.95,0.00,0.43,6.68,0.00,76.94
plotter1,60,2022-01-01 12:10:14,-1,9.13,0.00,0.46,8.16,0.00,82.24
plotter1,60,2022-01-01 12:11:14,-1,9.52,0.00,0.46,8.25,0.00,81.77
plotter1,60,2022-01-01 12:12:14,-1,9.49,0.00,0.45,7.48,0.00,82.58
plotter1,60,2022-01-01 12:13:14,-1,11.49,0.00,0.42,9.15,0.00,78.95
plotter1,60,2022-01-01 12:14:14,-1,8.86,0.00,0.41,8.64,0.00,82.08
plotter1,60,2022-01-01 12:15:14,-1,9.47,0.00,0.43,8.69,0.00,81.41
plotter1,60,2022-01-01 12:16:14,-1,9.90,0.00,0.35,6.48,0.00,83.27
plotter1,60,2022-01-01 12:17:14,-1,9.04,0.00,0.32,6.88,0.00,83.76
plotter1,60,2022-01-01 12:18:14,-1,9.76,0.00,0.39,8.29,0.00,81.55
plotter1,60,2022-01-01 12:19:14,-1,9.36,0.00,0.35,8.78,0.00,81.51
plotter1,60,2022-01-01 12:20:14,-1,13.57,0.00,0.39,8.06,0.00,77.97
plotter1,60,2022-01-01 12:21:14,-1,9.63,0.00,0.37,7.24,0.00,82.76
plotter1,60,2022-01-01 12:22:14,-1,9.60,0.00,0.38,7.30,0.00,82.71
plotter1,60,2022-01-01 12:23:14,-1,8.96,0.00,0.40,8.69,0.00,81.95
plotter1,60,2022-01-01 12:24:14,-1,9.99,0.00,0.38,6.46,0.00,83.17
plotter1,60,2022-01-01 12:25:14,-1,9.54,0.00,0.38,6.96,0.00,83.12
plotter1,60,2022-01-01 12:26:14,-1,9.02,0.00,0.34,8.30,0.00,82.35
plotter1,60,2022-01-01 12:27:14,-1,9.09,0.00,0.32,6.45,0.00,84.14
