HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST34,2022-01-01T11:23:43,2022-01-01T11:23:53,2022-01-01T11:25:26,2022-01-01T11:26:02,2022-01-01T12:02:59,22397583360,"Only full blocks height + peak index, increase coin_records lru cache * 50"
plotter1,DUSTSTORM1,AUTOTEST35,2022-01-01T12:03:14,2022-01-01T12:03:23,2022-01-01T12:06:02,2022-01-01T12:06:34,2022-01-01T12:43:53,22398107648,"Only full blocks height + peak index, increase coin_records lru cache * 150"
plotter1,DUSTSTORM1,AUTOTEST36,2022-01-01T12:44:10,2022-01-01T12:44:19,2022-01-01T12:45:44,2022-01-01T12:46:32,2022-01-01T13:23:25,22398107648,"Only full blocks height + peak index, locking_mode=exclusive, cache_spill=false, synchronous=OFF, journal_mode=off, increase coin_records lru cache * 100"
