# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
harvester2;60;2022-01-03 11:30:57;lo;0.10;0.10;0.01;0.01;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:30:57;eth0;6.05;4.47;0.51;2.79;0.00;0.00;2.47;0.00
harvester2;60;2022-01-03 11:30:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:31:57;lo;3.67;3.67;1.70;1.70;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:31:57;eth0;8.12;7.08;1.83;3.41;0.00;0.00;2.20;0.00
harvester2;60;2022-01-03 11:31:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:32:57;lo;2.83;2.83;2.49;2.49;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:32:57;eth0;12.02;12.98;3.94;4.28;0.00;0.00;2.25;0.00
harvester2;60;2022-01-03 11:32:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:33:57;lo;1.30;1.30;1.47;1.47;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:33:57;eth0;14.53;12.20;6.22;3.79;0.00;0.00;2.98;0.01
harvester2;60;2022-01-03 11:33:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:34:57;lo;1.03;1.03;1.40;1.40;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:34:57;eth0;187.10;44.58;255.50;5.27;0.00;0.00;2.20;0.21
harvester2;60;2022-01-03 11:34:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:35:57;lo;1.33;1.33;1.73;1.73;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:35:57;eth0;12.67;11.50;3.77;3.60;0.00;0.00;2.28;0.00
harvester2;60;2022-01-03 11:35:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:36:57;lo;1.23;1.23;1.53;1.53;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:36:57;eth0;14.27;12.65;4.15;3.74;0.00;0.00;2.83;0.00
harvester2;60;2022-01-03 11:36:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:37:57;lo;1.07;1.07;1.34;1.34;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:37:57;eth0;15.40;13.52;7.23;3.64;0.00;0.00;2.30;0.01
harvester2;60;2022-01-03 11:37:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:38:57;lo;1.07;1.07;1.53;1.53;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:38:57;eth0;25.57;17.70;23.36;4.28;0.00;0.00;2.22;0.02
harvester2;60;2022-01-03 11:38:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:39:57;lo;1.20;1.20;1.74;1.74;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:39:57;eth0;19.32;15.47;13.20;4.00;0.00;0.00;2.68;0.01
harvester2;60;2022-01-03 11:39:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:40:57;lo;0.87;0.87;1.31;1.31;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:40:57;eth0;18.85;14.17;14.32;3.87;0.00;0.00;2.07;0.01
harvester2;60;2022-01-03 11:40:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:41:57;lo;0.97;0.97;1.45;1.45;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:41:57;eth0;18.90;14.18;13.28;3.89;0.00;0.00;2.32;0.01
harvester2;60;2022-01-03 11:41:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:42:57;lo;0.93;0.93;1.41;1.41;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:42:57;eth0;20.00;14.93;15.62;4.04;0.00;0.00;2.60;0.01
harvester2;60;2022-01-03 11:42:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:43:57;lo;0.83;0.83;1.30;1.30;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:43:57;eth0;17.97;14.82;13.02;3.93;0.00;0.00;2.18;0.01
harvester2;60;2022-01-03 11:43:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:44:57;lo;0.87;0.87;1.44;1.44;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:44:57;eth0;20.42;15.27;15.18;3.95;0.00;0.00;2.15;0.01
harvester2;60;2022-01-03 11:44:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:45:57;lo;0.93;0.93;1.55;1.55;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:45:57;eth0;21.17;14.82;14.14;4.03;0.00;0.00;2.85;0.01
harvester2;60;2022-01-03 11:45:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:46:57;lo;1.20;1.20;1.98;1.98;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:46:57;eth0;22.15;16.38;16.13;4.14;0.00;0.00;2.30;0.01
harvester2;60;2022-01-03 11:46:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:47:57;lo;1.10;1.10;1.87;1.87;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:47:57;eth0;78.85;34.52;98.38;5.20;0.00;0.00;2.18;0.08
harvester2;60;2022-01-03 11:47:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:48:57;lo;0.97;0.97;1.49;1.49;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:48:57;eth0;48.76;22.55;55.36;4.03;0.00;0.00;2.63;0.05
harvester2;60;2022-01-03 11:48:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:49:57;lo;0.23;0.23;0.35;0.35;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:49:57;eth0;17.92;10.77;11.66;3.07;0.00;0.00;2.18;0.01
harvester2;60;2022-01-03 11:49:57;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2022-01-03 11:50:57;lo;0.33;0.33;0.54;0.54;0.00;0.00;0.00;0.00
