HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
harvester2,DUSTSTORM1,AUTOTEST5_PR9746,2022-01-08T10:01:00,2022-01-08T10:13:19,2022-01-08T10:21:52,2022-01-08T10:25:29,2022-01-08T14:38:31,22423318528,"Only full blocks height + peak index; max blockchain consensus threads, PR9746"
harvester2,DUSTSTORM1,AUTOTEST1_PR9746,2022-01-08T14:39:01,2022-01-08T14:51:34,2022-01-08T15:14:18,2022-01-08T15:19:51,2022-01-08T21:20:24,xxxxxxxxxxx,"No Changes from branch"
