# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
harvester2,60,2022-01-08 10:02:03,-1,8.14,0.00,15.54,22.34,0.00,53.98
harvester2,60,2022-01-08 10:03:03,-1,6.03,0.00,17.26,26.12,0.00,50.59
harvester2,60,2022-01-08 10:04:03,-1,5.83,0.00,15.48,29.60,0.00,49.09
harvester2,60,2022-01-08 10:05:03,-1,5.77,0.00,12.94,32.38,0.00,48.91
harvester2,60,2022-01-08 10:06:03,-1,5.71,0.00,9.81,36.55,0.00,47.93
harvester2,60,2022-01-08 10:07:03,-1,5.74,0.00,15.25,29.90,0.00,49.12
harvester2,60,2022-01-08 10:08:03,-1,5.98,0.00,14.03,31.54,0.00,48.45
harvester2,60,2022-01-08 10:09:03,-1,6.00,0.00,14.67,30.62,0.00,48.72
harvester2,60,2022-01-08 10:10:03,-1,5.67,0.00,14.16,31.27,0.00,48.90
harvester2,60,2022-01-08 10:11:03,-1,5.88,0.00,14.86,28.70,0.00,50.56
harvester2,60,2022-01-08 10:12:03,-1,5.88,0.00,14.72,30.09,0.00,49.31
harvester2,60,2022-01-08 10:13:03,-1,10.55,0.00,12.15,24.23,0.00,53.06
harvester2,60,2022-01-08 10:14:03,-1,13.03,0.00,17.08,1.62,0.00,68.27
harvester2,60,2022-01-08 10:15:03,-1,7.19,0.00,16.80,3.90,0.00,72.12
harvester2,60,2022-01-08 10:16:03,-1,21.28,0.00,12.47,2.75,0.00,63.50
harvester2,60,2022-01-08 10:17:03,-1,10.57,0.00,3.00,0.11,0.00,86.32
harvester2,60,2022-01-08 10:18:03,-1,11.96,0.00,2.98,0.11,0.00,84.95
harvester2,60,2022-01-08 10:19:03,-1,32.57,0.00,2.62,0.14,0.00,64.67
harvester2,60,2022-01-08 10:20:03,-1,33.40,0.00,2.18,0.16,0.00,64.26
harvester2,60,2022-01-08 10:21:03,-1,33.90,0.00,2.20,0.24,0.00,63.66
harvester2,60,2022-01-08 10:22:03,-1,40.22,0.00,6.02,3.52,0.00,50.24
harvester2,60,2022-01-08 10:23:03,-1,37.33,0.00,8.74,3.88,0.00,50.05
harvester2,60,2022-01-08 10:24:03,-1,44.36,0.00,8.27,1.27,0.00,46.10
harvester2,60,2022-01-08 10:25:03,-1,56.26,0.00,6.36,0.70,0.00,36.69
harvester2,60,2022-01-08 10:26:03,-1,47.80,0.00,6.30,3.44,0.00,42.46
harvester2,60,2022-01-08 10:27:03,-1,49.12,0.00,5.91,4.16,0.00,40.80
harvester2,60,2022-01-08 10:28:03,-1,41.52,0.99,9.60,6.24,0.00,41.65
harvester2,60,2022-01-08 10:29:03,-1,52.73,0.00,6.34,0.55,0.00,40.38
harvester2,60,2022-01-08 10:30:03,-1,50.64,0.00,7.77,0.95,0.00,40.64
harvester2,60,2022-01-08 10:31:03,-1,55.13,0.00,6.16,0.47,0.00,38.24
harvester2,60,2022-01-08 10:32:03,-1,51.09,0.00,7.78,0.50,0.00,40.63
harvester2,60,2022-01-08 10:33:03,-1,52.77,0.00,7.20,0.77,0.00,39.26
harvester2,60,2022-01-08 10:34:03,-1,52.86,0.00,6.33,2.59,0.00,38.22
harvester2,60,2022-01-08 10:35:03,-1,48.34,0.00,5.80,4.29,0.00,41.58
harvester2,60,2022-01-08 10:36:03,-1,47.35,0.00,6.52,3.61,0.00,42.52
harvester2,60,2022-01-08 10:37:03,-1,51.51,0.00,6.90,2.99,0.00,38.60
harvester2,60,2022-01-08 10:38:03,-1,51.12,0.00,6.51,2.30,0.00,40.07
harvester2,60,2022-01-08 10:39:03,-1,53.24,0.00,7.12,0.50,0.00,39.14
harvester2,60,2022-01-08 10:40:03,-1,54.65,0.00,7.26,0.39,0.00,37.70
harvester2,60,2022-01-08 10:41:03,-1,58.45,0.00,6.73,0.42,0.00,34.40
harvester2,60,2022-01-08 10:42:03,-1,58.89,0.00,8.04,0.70,0.00,32.38
harvester2,60,2022-01-08 10:43:03,-1,58.61,0.00,13.29,0.59,0.00,27.50
harvester2,60,2022-01-08 10:44:03,-1,63.78,0.00,10.32,0.53,0.00,25.36
harvester2,60,2022-01-08 10:45:03,-1,74.42,0.00,6.72,0.19,0.00,18.67
harvester2,60,2022-01-08 10:46:03,-1,23.82,0.00,7.76,7.14,0.00,61.29
harvester2,60,2022-01-08 10:47:03,-1,52.12,0.00,8.10,5.09,0.00,34.69
harvester2,60,2022-01-08 10:48:03,-1,29.06,0.00,6.40,5.85,0.00,58.68
harvester2,60,2022-01-08 10:49:03,-1,52.31,0.00,6.54,5.12,0.00,36.03
harvester2,60,2022-01-08 10:50:03,-1,23.04,0.00,7.99,3.14,0.00,65.83
harvester2,60,2022-01-08 10:51:03,-1,64.30,0.00,7.67,0.20,0.00,27.82
harvester2,60,2022-01-08 10:52:03,-1,78.97,0.00,7.31,0.11,0.00,13.61
harvester2,60,2022-01-08 10:53:03,-1,26.32,0.00,9.50,0.71,0.00,63.47
harvester2,60,2022-01-08 10:54:03,-1,57.60,0.00,6.04,0.14,0.00,36.22
harvester2,60,2022-01-08 10:55:03,-1,56.83,0.00,6.99,0.86,0.00,35.33
harvester2,60,2022-01-08 10:56:03,-1,55.13,0.00,7.95,0.25,0.00,36.67
harvester2,60,2022-01-08 10:57:03,-1,42.60,0.00,8.37,0.21,0.00,48.81
harvester2,60,2022-01-08 10:58:03,-1,62.03,0.00,7.52,0.22,0.00,30.24
harvester2,60,2022-01-08 10:59:03,-1,49.45,0.00,8.37,0.32,0.00,41.86
harvester2,60,2022-01-08 11:00:03,-1,59.86,0.00,6.18,2.44,0.00,31.52
harvester2,60,2022-01-08 11:01:03,-1,50.12,0.00,7.25,5.42,0.00,37.21
harvester2,60,2022-01-08 11:02:03,-1,38.67,0.00,6.26,1.63,0.00,53.45
harvester2,60,2022-01-08 11:03:03,-1,64.62,0.00,6.39,0.14,0.00,28.85
harvester2,60,2022-01-08 11:04:03,-1,56.18,0.00,8.56,0.32,0.00,34.93
harvester2,60,2022-01-08 11:05:03,-1,56.06,0.00,7.79,0.23,0.00,35.93
harvester2,60,2022-01-08 11:06:03,-1,52.87,0.00,8.70,0.23,0.00,38.20
harvester2,60,2022-01-08 11:07:03,-1,65.59,0.00,11.36,0.27,0.00,22.78
harvester2,60,2022-01-08 11:08:03,-1,64.04,0.00,12.30,0.27,0.00,23.40
harvester2,60,2022-01-08 11:09:03,-1,50.95,0.00,7.77,0.24,0.00,41.03
harvester2,60,2022-01-08 11:10:03,-1,56.64,0.00,7.31,0.23,0.00,35.82
harvester2,60,2022-01-08 11:11:03,-1,50.17,0.00,7.42,0.46,0.00,41.94
harvester2,60,2022-01-08 11:12:03,-1,51.43,0.00,6.88,0.29,0.00,41.41
harvester2,60,2022-01-08 11:13:03,-1,62.26,0.00,5.75,0.24,0.00,31.75
harvester2,60,2022-01-08 11:14:03,-1,56.28,0.00,6.25,0.51,0.00,36.96
harvester2,60,2022-01-08 11:15:03,-1,63.44,0.00,7.07,0.19,0.00,29.31
harvester2,60,2022-01-08 11:16:03,-1,70.06,0.00,6.68,0.08,0.00,23.18
harvester2,60,2022-01-08 11:17:03,-1,38.40,0.00,9.18,0.65,0.00,51.78
harvester2,60,2022-01-08 11:18:03,-1,45.04,0.00,6.47,4.69,0.00,43.80
harvester2,60,2022-01-08 11:19:03,-1,56.89,0.00,5.26,2.07,0.00,35.78
harvester2,60,2022-01-08 11:20:03,-1,48.67,0.00,7.37,4.93,0.00,39.03
harvester2,60,2022-01-08 11:21:03,-1,33.93,0.00,6.15,4.75,0.00,55.18
harvester2,60,2022-01-08 11:22:03,-1,67.73,0.00,6.16,2.50,0.00,23.60
harvester2,60,2022-01-08 11:23:03,-1,21.26,0.00,6.83,8.48,0.00,63.43
harvester2,60,2022-01-08 11:24:03,-1,66.06,0.00,9.16,0.62,0.00,24.16
harvester2,60,2022-01-08 11:25:03,-1,64.46,0.00,12.36,0.21,0.00,22.98
harvester2,60,2022-01-08 11:26:03,-1,51.80,0.00,10.47,2.01,0.00,35.73
harvester2,60,2022-01-08 11:27:03,-1,44.57,0.00,7.00,0.21,0.00,48.22
harvester2,60,2022-01-08 11:28:03,-1,63.36,0.00,6.88,0.14,0.00,29.62
harvester2,60,2022-01-08 11:29:03,-1,66.80,0.00,5.56,0.05,0.00,27.58
harvester2,60,2022-01-08 11:30:03,-1,56.00,0.00,7.85,0.14,0.00,36.01
harvester2,60,2022-01-08 11:31:03,-1,62.54,0.00,7.37,0.13,0.00,29.96
harvester2,60,2022-01-08 11:32:03,-1,46.01,0.00,8.91,0.22,0.00,44.87
harvester2,60,2022-01-08 11:33:03,-1,60.43,0.00,6.97,0.11,0.00,32.48
harvester2,60,2022-01-08 11:34:03,-1,68.09,0.00,4.85,0.03,0.00,27.03
harvester2,60,2022-01-08 11:35:03,-1,60.32,0.00,8.37,0.17,0.00,31.14
harvester2,60,2022-01-08 11:36:03,-1,57.63,0.00,7.78,0.31,0.00,34.28
harvester2,60,2022-01-08 11:37:03,-1,42.16,0.00,6.34,0.19,0.00,51.31
harvester2,60,2022-01-08 11:38:03,-1,53.37,0.00,5.44,0.08,0.00,41.11
harvester2,60,2022-01-08 11:39:03,-1,61.67,0.00,6.72,0.13,0.00,31.48
harvester2,60,2022-01-08 11:40:03,-1,57.79,0.00,5.91,0.11,0.00,36.19
harvester2,60,2022-01-08 11:41:03,-1,64.73,0.00,7.38,0.14,0.00,27.74
harvester2,60,2022-01-08 11:42:03,-1,59.50,0.00,9.36,0.20,0.00,30.93
harvester2,60,2022-01-08 11:43:03,-1,47.38,0.00,12.84,0.32,0.00,39.47
harvester2,60,2022-01-08 11:44:03,-1,70.46,0.00,9.13,0.57,0.00,19.83
harvester2,60,2022-01-08 11:45:03,-1,42.84,0.00,7.67,5.68,0.00,43.82
harvester2,60,2022-01-08 11:46:03,-1,36.61,0.00,6.73,6.23,0.00,50.43
