HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,FULLSYNC,AUTOTEST45,2022-01-03T01:17:39,2022-01-03T01:17:42,2022-01-03T01:19:48,2022-01-03T02:39:01,2022-01-03T18:29:27.589,30790144,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, increase coin_records lru cache * 100, cache_spill=false, uncommited=true, max blockchain consensus threads"
