# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
plotter1;60;2021-12-31 07:59:26;lo;23.63;23.63;207.14;207.14;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 07:59:26;enp6s0;587.38;1196.78;104.16;1631.55;0.00;0.00;0.42;0.53
plotter1;60;2021-12-31 08:00:26;lo;25.70;25.70;190.02;190.02;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:00:26;enp6s0;805.10;1221.10;436.54;1540.72;0.00;0.00;0.43;0.50
plotter1;60;2021-12-31 08:01:26;lo;5.82;5.82;29.40;29.40;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:01:26;enp6s0;696.72;1107.18;335.75;1404.62;0.00;0.00;0.42;0.46
plotter1;60;2021-12-31 08:02:26;lo;6.50;6.50;54.33;54.33;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:02:26;enp6s0;572.72;925.30;275.82;1158.69;0.00;0.00;0.40;0.38
plotter1;60;2021-12-31 08:03:26;lo;4.62;4.62;53.49;53.49;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:03:26;enp6s0;683.58;971.20;410.79;1212.17;0.00;0.00;0.43;0.40
plotter1;60;2021-12-31 08:04:26;lo;16.53;16.53;232.34;232.34;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:04:26;enp6s0;675.72;1273.03;207.22;1672.00;0.00;0.00;0.40;0.55
plotter1;60;2021-12-31 08:05:26;lo;5.95;5.95;79.12;79.12;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:05:26;enp6s0;580.67;989.23;235.36;1275.65;0.00;0.00;0.42;0.42
plotter1;60;2021-12-31 08:06:26;lo;6.00;6.00;53.75;53.75;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:06:26;enp6s0;543.50;993.63;158.84;1318.58;0.00;0.00;0.43;0.43
plotter1;60;2021-12-31 08:07:26;lo;2.75;2.75;27.38;27.38;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:07:26;enp6s0;612.28;928.48;319.12;1170.65;0.00;0.00;0.40;0.38
plotter1;60;2021-12-31 08:08:26;lo;6.07;6.07;54.04;54.04;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:08:26;enp6s0;503.20;857.50;169.53;1123.62;0.00;0.00;0.42;0.37
plotter1;60;2021-12-31 08:09:26;lo;12.22;12.22;185.94;185.94;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:09:26;enp6s0;622.10;1053.77;240.78;1389.34;0.00;0.00;0.43;0.46
plotter1;60;2021-12-31 08:10:26;lo;5.87;5.87;54.20;54.20;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:10:26;enp6s0;578.23;1063.20;184.56;1402.25;0.00;0.00;0.40;0.46
plotter1;60;2021-12-31 08:11:26;lo;6.07;6.07;78.16;78.16;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:11:26;enp6s0;595.13;1017.33;231.20;1341.65;0.00;0.00;0.40;0.44
plotter1;60;2021-12-31 08:12:26;lo;4.73;4.73;28.28;28.28;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:12:26;enp6s0;566.80;883.82;247.44;1142.95;0.00;0.00;0.42;0.37
plotter1;60;2021-12-31 08:13:26;lo;2.67;2.67;27.23;27.23;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:13:26;enp6s0;580.40;1054.53;176.42;1402.01;0.00;0.00;0.42;0.46
plotter1;60;2021-12-31 08:14:26;lo;14.08;14.08;182.69;182.69;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:14:26;enp6s0;670.22;986.32;366.42;1250.63;0.00;0.00;0.42;0.41
plotter1;60;2021-12-31 08:15:26;lo;4.25;4.25;53.06;53.06;0.00;0.00;0.00;0.00
plotter1;60;2021-12-31 08:15:26;enp6s0;664.98;1107.43;275.27;1452.86;0.00;0.00;0.40;0.48
