# hostname;interval;timestamp;FILESYSTEM;MBfsfree;MBfsused;%fsused;%ufsused;Ifree;Iused;%Iused
plotter1;60;2021-12-31 05:08:31;/dev/mapper/vg_raid-raid0;2265590;594616;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:09:31;/dev/mapper/vg_raid-raid0;2265551;594656;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:10:31;/dev/mapper/vg_raid-raid0;2265551;594656;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:11:31;/dev/mapper/vg_raid-raid0;2265549;594658;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:12:31;/dev/mapper/vg_raid-raid0;2265497;594710;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:13:31;/dev/mapper/vg_raid-raid0;2265464;594743;20.79;20.79;586056274;174;0.00
plotter1;60;2021-12-31 05:14:31;/dev/mapper/vg_raid-raid0;2265408;594799;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:15:31;/dev/mapper/vg_raid-raid0;2265367;594840;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:16:31;/dev/mapper/vg_raid-raid0;2265332;594875;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:17:31;/dev/mapper/vg_raid-raid0;2265298;594909;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:18:31;/dev/mapper/vg_raid-raid0;2265246;594961;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:19:31;/dev/mapper/vg_raid-raid0;2265215;594992;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:20:31;/dev/mapper/vg_raid-raid0;2265184;595023;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:21:31;/dev/mapper/vg_raid-raid0;2265156;595051;20.80;20.80;586056274;174;0.00
plotter1;60;2021-12-31 05:22:31;/dev/mapper/vg_raid-raid0;2265125;595082;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:23:31;/dev/mapper/vg_raid-raid0;2265096;595111;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:24:31;/dev/mapper/vg_raid-raid0;2265067;595140;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:25:31;/dev/mapper/vg_raid-raid0;2265029;595178;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:26:31;/dev/mapper/vg_raid-raid0;2265001;595206;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:27:31;/dev/mapper/vg_raid-raid0;2264973;595234;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:28:31;/dev/mapper/vg_raid-raid0;2264945;595262;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:29:31;/dev/mapper/vg_raid-raid0;2264917;595290;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:30:31;/dev/mapper/vg_raid-raid0;2264890;595317;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:31:31;/dev/mapper/vg_raid-raid0;2264865;595342;20.81;20.81;586056274;174;0.00
plotter1;60;2021-12-31 05:32:31;/dev/mapper/vg_raid-raid0;2264838;595369;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:33:31;/dev/mapper/vg_raid-raid0;2264813;595394;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:34:31;/dev/mapper/vg_raid-raid0;2264786;595421;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:35:31;/dev/mapper/vg_raid-raid0;2264759;595448;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:36:31;/dev/mapper/vg_raid-raid0;2264734;595473;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:37:31;/dev/mapper/vg_raid-raid0;2264707;595500;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:38:31;/dev/mapper/vg_raid-raid0;2264681;595526;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:39:31;/dev/mapper/vg_raid-raid0;2264655;595552;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:40:31;/dev/mapper/vg_raid-raid0;2264629;595578;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:41:31;/dev/mapper/vg_raid-raid0;2264606;595601;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:42:31;/dev/mapper/vg_raid-raid0;2264580;595627;20.82;20.82;586056274;174;0.00
plotter1;60;2021-12-31 05:43:31;/dev/mapper/vg_raid-raid0;2264554;595653;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:44:31;/dev/mapper/vg_raid-raid0;2264529;595678;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:45:31;/dev/mapper/vg_raid-raid0;2264503;595704;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:46:31;/dev/mapper/vg_raid-raid0;2264478;595729;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:47:31;/dev/mapper/vg_raid-raid0;2264454;595753;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:48:31;/dev/mapper/vg_raid-raid0;2264430;595777;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:49:31;/dev/mapper/vg_raid-raid0;2264404;595803;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:50:31;/dev/mapper/vg_raid-raid0;2264374;595833;20.83;20.83;586056274;174;0.00
plotter1;60;2021-12-31 05:51:31;/dev/mapper/vg_raid-raid0;2264344;595863;20.83;20.83;586056274;174;0.00
