HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
harvester2,TRANSACTION_START,AUTOTEST5_PR9746,2022-01-08T00:07:33,2022-01-08T00:08:31,2022-01-08T00:14:03,2022-01-08T00:21:04,2022-01-08T00:50:15,1497694208,"Only full blocks height + peak index; max blockchain consensus threads, PR9746"
harvester2,TRANSACTION_START,AUTOTEST1_PR9746,2022-01-08T00:50:38,2022-01-08T00:51:54,2022-01-08T00:55:16,2022-01-08T01:05:19,2022-01-08T01:45:51,1610088448,"No Changes from branch"
harvester2,TRANSACTION_START,AUTOTEST45_PR9746,2022-01-08T01:46:20,2022-01-08T01:47:18,2022-01-08T01:50:46,2022-01-08T01:57:07,2022-01-08T02:22:59,1497497600,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, increase coin_records lru cache * 100, cache_spill=false, uncommited=true, max blockchain consensus threads, PR9746"
