HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,TRANSACTION_START,AUTOTEST40,2022-01-03T00:25:59,2022-01-03T00:26:03,2022-01-03T00:33:17,2022-01-03T00:33:58,2022-01-03T00:37:54,1498939392,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, cache_spill=false, journal_mode=off, uncommited=true, increase coin_records lru cache * 100"
