# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
harvester2;60;2021-12-29 15:36:51;lo;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:36:51;eth0;5.53;4.32;0.53;2.70;0.00;0.00;1.87;0.00
harvester2;60;2021-12-29 15:36:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:37:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:37:51;eth0;4.58;4.00;0.40;2.60;0.00;0.00;1.52;0.00
harvester2;60;2021-12-29 15:37:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:38:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:38:51;eth0;5.02;4.08;0.44;2.60;0.00;0.00;1.75;0.00
harvester2;60;2021-12-29 15:38:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:39:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:39:51;eth0;4.75;3.98;0.42;2.59;0.00;0.00;1.52;0.00
harvester2;60;2021-12-29 15:39:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:40:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:40:51;eth0;4.90;4.02;0.44;2.60;0.00;0.00;1.77;0.00
harvester2;60;2021-12-29 15:40:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:41:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:41:51;eth0;4.82;4.00;0.43;2.60;0.00;0.00;1.57;0.00
harvester2;60;2021-12-29 15:41:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:42:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:42:51;eth0;5.18;4.02;0.46;2.60;0.00;0.00;1.75;0.00
harvester2;60;2021-12-29 15:42:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:43:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:43:51;eth0;4.98;4.02;0.49;2.61;0.00;0.00;1.63;0.00
harvester2;60;2021-12-29 15:43:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:44:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:44:51;eth0;5.08;4.03;0.46;2.61;0.00;0.00;1.82;0.00
harvester2;60;2021-12-29 15:44:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:45:51;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:45:51;eth0;4.73;3.98;0.40;2.61;0.00;0.00;1.47;0.00
harvester2;60;2021-12-29 15:45:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:46:51;lo;0.07;0.07;0.01;0.01;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:46:51;eth0;8.93;4.42;0.78;2.76;0.00;0.00;5.20;0.00
harvester2;60;2021-12-29 15:46:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:47:51;lo;1.30;1.30;0.64;0.64;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:47:51;eth0;5.98;5.68;0.86;3.13;0.00;0.00;1.48;0.00
harvester2;60;2021-12-29 15:47:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:48:51;lo;5.17;5.17;4.75;4.75;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:48:51;eth0;19.47;23.03;7.49;6.42;0.00;0.00;1.80;0.01
harvester2;60;2021-12-29 15:48:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:49:51;lo;0.87;0.87;0.82;0.82;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:49:51;eth0;56.69;42.51;69.39;5.66;0.00;0.00;1.52;0.06
harvester2;60;2021-12-29 15:49:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:50:51;lo;2.07;2.07;3.32;3.32;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:50:51;eth0;206.00;70.12;282.95;7.39;0.00;0.00;1.85;0.23
harvester2;60;2021-12-29 15:50:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:51:51;lo;0.80;0.80;1.00;1.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:51:51;eth0;12.77;12.52;3.86;3.87;0.00;0.00;1.52;0.00
harvester2;60;2021-12-29 15:51:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:52:51;lo;1.75;1.75;2.60;2.60;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:52:51;eth0;13.58;13.35;4.10;3.96;0.00;0.00;1.88;0.00
harvester2;60;2021-12-29 15:52:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:53:51;lo;1.60;1.60;2.59;2.59;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:53:51;eth0;19.62;12.77;9.99;3.72;0.00;0.00;4.28;0.01
harvester2;60;2021-12-29 15:53:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:54:51;lo;0.52;0.52;0.75;0.75;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:54:51;eth0;43.62;25.78;45.29;4.30;0.00;0.00;4.13;0.04
harvester2;60;2021-12-29 15:54:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:55:51;lo;1.68;1.68;2.55;2.55;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:55:51;eth0;11.20;11.40;2.19;3.72;0.00;0.00;1.60;0.00
harvester2;60;2021-12-29 15:55:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:56:51;lo;0.93;0.93;1.13;1.13;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:56:51;eth0;9.98;10.32;1.81;3.57;0.00;0.00;1.97;0.00
harvester2;60;2021-12-29 15:56:51;wlan0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
harvester2;60;2021-12-29 15:57:51;lo;1.07;1.07;1.41;1.41;0.00;0.00;0.00;0.00
