HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
harvester2,DUSTSTORM1,AUTOTEST1,2021-12-28T19:40:11,2021-12-28T19:53:04,2021-12-28T20:13:01,2021-12-28T20:18:12,2021-12-29T02:33:23,27697274880,"No Changes from branch"
harvester2,DUSTSTORM1,AUTOTEST2,2021-12-29T02:39:54,2021-12-29T02:51:03,2021-12-29T03:09:08,2021-12-29T03:14:10,2021-12-29T09:30:32,27578179584,"From Block Store, only use fullblocks height and peak index"
harvester2,DUSTSTORM1,AUTOTEST3,2021-12-29T09:37:18,2021-12-29T09:48:24,2021-12-29T09:56:44,2021-12-29T10:01:02,2021-12-29T15:31:13,22396870656,"From Block Store, only use fullblocks height and peak index; Drop all coin store indexes"
harvester2,DUSTSTORM1,AUTOTEST4,2021-12-29T15:35:48,2021-12-29T15:47:01,2021-12-29T15:57:18,2021-12-29T16:13:57,2021-12-30:03:44:00,22383992832,"Drop all indexes"
harvester2,DUSTSTORM1,AUTOTEST5,2021-12-30:03:48:44,2021-12-30:04:00:20,2021-12-30:04:07:28,2021-12-30:04:11:16,2021-12-30:09:20:03,22397284352,"Only full blocks height + peak index; plus max num workers for block chain consensus"
harvester2,DUSTSTORM1,AUTOTEST6,2021-12-30:09:24:39,2021-12-30:09:35:45,2021-12-30:09:43:22,2021-12-30:09:47:44,2021-12-30:15:20:44,22396833792,"Only full blocks height + peak index; plus max num workers for mempool"
