# hostname,interval,timestamp,tps,rtps,wtps,dtps,bread/s,bwrtn/s,bdscd/s
harvester2,60,2022-01-10 08:14:09,325.40,175.83,149.57,0.00,87664.13,70926.00,0.00
harvester2,60,2022-01-10 08:15:09,360.48,168.95,191.53,0.00,86243.60,96148.53,0.00
harvester2,60,2022-01-10 08:16:09,232.07,113.47,118.60,0.00,57895.33,57535.07,0.00
harvester2,60,2022-01-10 08:17:09,234.92,107.68,127.23,0.00,54829.07,61494.13,0.00
harvester2,60,2022-01-10 08:18:09,250.37,138.08,112.28,0.00,70623.07,54914.53,0.00
harvester2,60,2022-01-10 08:19:09,240.87,123.05,117.82,0.00,62984.80,57618.40,0.00
harvester2,60,2022-01-10 08:20:09,264.97,128.93,136.03,0.00,65924.80,67671.60,0.00
harvester2,60,2022-01-10 08:21:09,202.72,86.12,116.60,0.00,43974.67,56611.60,0.00
harvester2,60,2022-01-10 08:22:09,202.65,112.77,89.88,0.00,57659.20,44092.40,0.00
harvester2,60,2022-01-10 08:23:09,219.88,108.83,111.05,0.00,55562.98,53560.67,0.00
harvester2,60,2022-01-10 08:24:09,286.53,129.50,157.03,0.00,66304.00,77795.07,0.00
harvester2,60,2022-01-10 08:25:09,197.32,98.62,98.70,0.00,50412.00,48260.13,0.00
harvester2,60,2022-01-10 08:26:09,204.43,107.22,97.22,0.00,54778.00,46701.87,0.00
harvester2,60,2022-01-10 08:27:09,272.80,130.48,142.32,0.00,66765.60,69196.67,0.00
harvester2,60,2022-01-10 08:28:09,175.18,78.77,96.42,0.00,40298.80,46692.13,0.00
harvester2,60,2022-01-10 08:29:09,123.13,55.25,67.88,0.00,18241.87,30996.80,0.00
harvester2,60,2022-01-10 08:30:09,232.55,226.52,6.03,0.00,37439.33,108.13,0.00
harvester2,60,2022-01-10 08:31:09,5.88,0.62,5.27,0.00,36.00,66.40,0.00
harvester2,60,2022-01-10 08:32:09,3.35,0.07,3.28,0.00,0.53,39.87,0.00
harvester2,60,2022-01-10 08:33:09,31.73,26.97,4.77,0.00,611.03,57.47,0.00
harvester2,60,2022-01-10 08:34:09,8.55,3.32,5.23,0.00,323.07,61.87,0.00
harvester2,60,2022-01-10 08:35:09,10.82,4.12,6.70,0.00,491.07,75.60,0.00
harvester2,60,2022-01-10 08:36:09,284.65,188.65,96.00,0.00,3632.80,1608.67,0.00
harvester2,60,2022-01-10 08:37:09,11.00,5.62,5.38,0.00,513.47,70.80,0.00
harvester2,60,2022-01-10 08:38:09,14.63,6.02,8.62,0.00,604.00,102.80,0.00
harvester2,60,2022-01-10 08:39:09,120.03,116.12,3.92,0.00,1853.20,52.00,0.00
harvester2,60,2022-01-10 08:40:09,555.46,393.33,162.12,0.00,5949.14,2539.71,0.00
harvester2,60,2022-01-10 08:41:09,788.58,409.85,378.73,0.00,6991.20,7634.67,0.00
harvester2,60,2022-01-10 08:42:09,722.03,457.95,264.08,0.00,8130.00,5370.13,0.00
harvester2,60,2022-01-10 08:43:09,609.02,379.37,229.65,0.00,7012.85,4524.53,0.00
