HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST48,2022-01-05T14:47:05,2022-01-05T14:47:25,2022-01-05T14:49:09,2022-01-05T14:49:35,2022-01-05T15:26:54,22397583360,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, increase coin_records lru cache * 100, cache_spill=false, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST49,2022-01-05T15:27:08,2022-01-05T15:27:27,2022-01-05T15:28:50,2022-01-05T15:29:17,2022-01-05T16:08:09,22397059072,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, cache_spill=false, uncommitted=true, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST50,2022-01-05T16:08:16,2022-01-05T16:08:35,2022-01-05T16:10:12,2022-01-05T16:10:57,2022-01-05T16:52:37,22397059072,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, decrease coin_records lru cache // 100, cache_spill=false, uncommitted=true, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST45,2022-01-05T16:52:43
