# hostname,interval,timestamp,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked
plotter1,60,2022-01-05 16:09:16,0,898,5.15,5.09,5.00,0
plotter1,60,2022-01-05 16:10:16,1,906,4.54,4.85,4.91,0
plotter1,60,2022-01-05 16:11:16,8,906,4.42,4.78,4.89,0
plotter1,60,2022-01-05 16:12:16,1,905,4.90,4.78,4.87,4
plotter1,60,2022-01-05 16:13:16,2,904,4.29,4.67,4.83,0
plotter1,60,2022-01-05 16:14:16,1,901,7.54,5.42,5.07,2
plotter1,60,2022-01-05 16:15:16,1,902,5.75,5.20,5.01,8
plotter1,60,2022-01-05 16:16:16,8,902,4.85,5.04,4.97,0
plotter1,60,2022-01-05 16:17:16,3,903,6.00,5.30,5.06,6
plotter1,60,2022-01-05 16:18:16,1,903,5.30,5.33,5.09,0
plotter1,60,2022-01-05 16:19:16,2,903,4.45,5.15,5.05,0
plotter1,60,2022-01-05 16:20:16,1,903,3.83,4.83,4.94,0
plotter1,60,2022-01-05 16:21:16,1,903,3.93,4.65,4.87,0
plotter1,60,2022-01-05 16:22:16,1,902,3.86,4.49,4.80,6
plotter1,60,2022-01-05 16:23:16,1,903,4.60,4.56,4.80,0
plotter1,60,2022-01-05 16:24:16,1,903,4.71,4.61,4.80,0
plotter1,60,2022-01-05 16:25:16,1,902,5.29,4.80,4.86,0
plotter1,60,2022-01-05 16:26:16,1,903,6.35,5.20,4.99,0
plotter1,60,2022-01-05 16:27:16,1,903,5.22,5.01,4.94,0
plotter1,60,2022-01-05 16:28:16,1,902,5.71,5.17,4.99,0
plotter1,60,2022-01-05 16:29:16,1,903,5.58,5.18,5.00,0
plotter1,60,2022-01-05 16:30:16,1,902,5.37,5.18,5.01,0
plotter1,60,2022-01-05 16:31:16,1,905,4.41,4.90,4.92,0
plotter1,60,2022-01-05 16:32:16,1,903,4.34,4.81,4.89,0
plotter1,60,2022-01-05 16:33:16,2,903,3.87,4.62,4.82,8
plotter1,60,2022-01-05 16:34:16,1,903,4.45,4.69,4.83,0
plotter1,60,2022-01-05 16:35:16,1,903,5.66,5.01,4.94,0
plotter1,60,2022-01-05 16:36:16,1,903,6.84,5.43,5.08,0
plotter1,60,2022-01-05 16:37:16,1,903,6.35,5.52,5.14,0
plotter1,60,2022-01-05 16:38:16,1,903,6.02,5.52,5.15,0
plotter1,60,2022-01-05 16:39:16,1,903,6.50,5.68,5.23,0
plotter1,60,2022-01-05 16:40:16,1,903,5.96,5.69,5.26,0
plotter1,60,2022-01-05 16:41:16,1,904,4.30,5.31,5.16,0
plotter1,60,2022-01-05 16:42:16,2,903,3.26,4.86,5.01,0
plotter1,60,2022-01-05 16:43:16,2,903,4.76,5.00,5.05,0
plotter1,60,2022-01-05 16:44:16,2,903,4.28,4.75,4.95,0
plotter1,60,2022-01-05 16:45:16,1,903,3.88,4.53,4.87,0
plotter1,60,2022-01-05 16:46:16,1,903,3.95,4.39,4.79,0
plotter1,60,2022-01-05 16:47:16,1,903,5.25,4.65,4.86,0
plotter1,60,2022-01-05 16:48:16,2,903,4.20,4.43,4.77,0
plotter1,60,2022-01-05 16:49:16,7,902,5.47,4.82,4.88,0
plotter1,60,2022-01-05 16:50:16,1,902,6.54,5.14,4.98,0
plotter1,60,2022-01-05 16:51:16,1,901,4.36,4.76,4.86,7
plotter1,60,2022-01-05 16:52:16,2,903,4.28,4.62,4.80,0
