# hostname,interval,timestamp,CPU,MHz
plotter1,60,2021-12-30 20:04:27,-1,3608.89
plotter1,60,2021-12-30 20:05:27,-1,3762.53
plotter1,60,2021-12-30 20:06:27,-1,3762.50
plotter1,60,2021-12-30 20:07:27,-1,4331.25
plotter1,60,2021-12-30 20:08:27,-1,3762.51
plotter1,60,2021-12-30 20:09:27,-1,3762.50
plotter1,60,2021-12-30 20:10:27,-1,3762.51
plotter1,60,2021-12-30 20:11:27,-1,3762.50
plotter1,60,2021-12-30 20:12:27,-1,3762.54
plotter1,60,2021-12-30 20:13:27,-1,3762.49
plotter1,60,2021-12-30 20:14:27,-1,3843.75
plotter1,60,2021-12-30 20:15:27,-1,3762.50
plotter1,60,2021-12-30 20:16:27,-1,3762.50
plotter1,60,2021-12-30 20:17:27,-1,3843.78
plotter1,60,2021-12-30 20:18:27,-1,3762.50
plotter1,60,2021-12-30 20:19:27,-1,3762.53
plotter1,60,2021-12-30 20:20:27,-1,3913.97
plotter1,60,2021-12-30 20:21:27,-1,3762.52
plotter1,60,2021-12-30 20:22:27,-1,3656.46
plotter1,60,2021-12-30 20:23:27,-1,3762.50
plotter1,60,2021-12-30 20:24:27,-1,3762.51
plotter1,60,2021-12-30 20:25:27,-1,3762.51
plotter1,60,2021-12-30 20:26:27,-1,3762.50
plotter1,60,2021-12-30 20:27:27,-1,3681.32
plotter1,60,2021-12-30 20:28:27,-1,3762.39
plotter1,60,2021-12-30 20:29:27,-1,3681.25
plotter1,60,2021-12-30 20:30:27,-1,3674.46
plotter1,60,2021-12-30 20:31:27,-1,3551.01
plotter1,60,2021-12-30 20:32:27,-1,3617.22
plotter1,60,2021-12-30 20:33:27,-1,3549.24
plotter1,60,2021-12-30 20:34:27,-1,3762.55
plotter1,60,2021-12-30 20:35:27,-1,3762.50
plotter1,60,2021-12-30 20:36:27,-1,3676.19
plotter1,60,2021-12-30 20:37:27,-1,3681.26
plotter1,60,2021-12-30 20:38:27,-1,3535.67
plotter1,60,2021-12-30 20:39:27,-1,3762.51
plotter1,60,2021-12-30 20:40:27,-1,3762.52
plotter1,60,2021-12-30 20:41:27,-1,3843.75
plotter1,60,2021-12-30 20:42:27,-1,3762.54
plotter1,60,2021-12-30 20:43:27,-1,3762.51
plotter1,60,2021-12-30 20:44:27,-1,3762.50
plotter1,60,2021-12-30 20:45:27,-1,3762.50
plotter1,60,2021-12-30 20:46:27,-1,3843.76
plotter1,60,2021-12-30 20:47:27,-1,3762.50
plotter1,60,2021-12-30 20:48:27,-1,3762.52
plotter1,60,2021-12-30 20:49:27,-1,3762.50
plotter1,60,2021-12-30 20:50:27,-1,3762.59
plotter1,60,2021-12-30 20:51:27,-1,3762.51
plotter1,60,2021-12-30 20:52:27,-1,3762.50
plotter1,60,2021-12-30 20:53:27,-1,3762.50
plotter1,60,2021-12-30 20:54:27,-1,4331.25
plotter1,60,2021-12-30 20:55:27,-1,3762.57
plotter1,60,2021-12-30 20:56:27,-1,3549.33
plotter1,60,2021-12-30 20:57:27,-1,3762.51
plotter1,60,2021-12-30 20:58:27,-1,4331.24
plotter1,60,2021-12-30 20:59:27,-1,3665.95
plotter1,60,2021-12-30 21:00:27,-1,3668.78
plotter1,60,2021-12-30 21:01:27,-1,3662.39
plotter1,60,2021-12-30 21:02:27,-1,3676.95
plotter1,60,2021-12-30 21:03:27,-1,3680.72
plotter1,60,2021-12-30 21:04:27,-1,3681.25
plotter1,60,2021-12-30 21:05:27,-1,3670.54
plotter1,60,2021-12-30 21:06:27,-1,3680.48
plotter1,60,2021-12-30 21:07:27,-1,3665.67
plotter1,60,2021-12-30 21:08:27,-1,3681.21
plotter1,60,2021-12-30 21:09:27,-1,3666.29
plotter1,60,2021-12-30 21:10:27,-1,3679.25
