# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2021-12-30 17:57:42,lo,5.98,5.98,2.99,2.99,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 17:57:42,enp6s0,492.58,1062.43,107.26,1436.62,0.00,0.00,0.40,0.47
plotter1,60,2021-12-30 17:58:42,lo,7.02,7.02,4.18,4.18,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 17:58:42,enp6s0,680.87,1116.22,348.66,1418.84,0.00,0.00,0.42,0.46
plotter1,60,2021-12-30 17:59:42,lo,2.97,2.97,2.41,2.41,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 17:59:42,enp6s0,648.32,1068.65,312.82,1328.79,0.00,0.00,0.42,0.44
plotter1,60,2021-12-30 18:00:42,lo,1.17,1.17,1.90,1.90,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:00:42,enp6s0,633.47,1034.07,320.21,1313.79,0.00,0.00,0.40,0.43
plotter1,60,2021-12-30 18:01:42,lo,1.00,1.00,1.40,1.40,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:01:42,enp6s0,746.82,1139.75,402.78,1452.13,0.00,0.00,0.42,0.48
plotter1,60,2021-12-30 18:02:42,lo,0.33,0.33,0.50,0.50,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:02:42,enp6s0,564.90,1003.30,204.24,1319.20,0.00,0.00,0.42,0.43
plotter1,60,2021-12-30 18:03:42,lo,0.37,0.37,0.64,0.64,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:03:42,enp6s0,552.25,971.82,212.58,1289.74,0.00,0.00,0.42,0.42
plotter1,60,2021-12-30 18:04:42,lo,0.73,0.73,1.42,1.42,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:04:42,enp6s0,626.80,1059.10,228.06,1375.46,0.00,0.00,0.42,0.45
plotter1,60,2021-12-30 18:05:42,lo,0.87,0.87,1.42,1.42,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:05:42,enp6s0,616.90,1069.55,226.28,1414.29,0.00,0.00,0.40,0.46
plotter1,60,2021-12-30 18:06:42,lo,0.47,0.47,0.77,0.77,0.00,0.00,0.00,0.00
plotter1,60,2021-12-30 18:06:42,enp6s0,678.23,1145.17,292.81,1495.21,0.00,0.00,0.42,0.49
plotter1,60,2021-12-30 18:07:42,lo,0.60,0.60,1.00,1.00,0.00,0.00,0.00,0.00
