HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,TRANSACTION_START,AUTOTEST20,2022-01-03T00:08:56,2022-01-03T00:09:02,2022-01-03T00:12:37,2022-01-03T00:13:44,2022-01-03T00:17:37,1643642880,"Only full blocks height + peak index, page_size=8192"
plotter1,TRANSACTION_START,AUTOTEST26,2022-01-03T00:17:47,2022-01-03T00:17:52,2022-01-03T00:19:23,2022-01-03T00:20:19,2022-01-03T00:24:28,1499463680,"Only full blocks height + peak index, auto_vacuum=full"
