HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST47,2022-01-05T10:50:54,2022-01-05T10:51:19,2022-01-05T10:53:13,2022-01-05T10:53:49,2022-01-05T11:33:50,22397583360,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, cache_spill=false, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST47,2022-01-05T11:33:56,2022-01-05T11:34:15,2022-01-05T11:36:56,2022-01-05T11:37:27,2022-01-05T12:16:24,22397583360,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, cache_spill=false, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST47,2022-01-05T12:16:30,2022-01-05T12:16:49,2022-01-05T12:18:03,2022-01-05T12:18:30,2022-01-05T12:58:05,22397583360,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, cache_spill=false, max blockchain consensus threads"
plotter1,DUSTSTORM1,AUTOTEST47,2022-01-05T12:58:13,2022-01-05T12:58:31,2022-01-05T13:00:12,2022-01-05T13:00:38,2022-01-05T13:39:54,22397059072,"Only full blocks height + peak index; locking_mode=exclusive, synchronous=OFF, journal_mode=off, cache_spill=false, max blockchain consensus threads"
