# hostname,interval,timestamp,FILESYSTEM,MBfsfree,MBfsused,%fsused,%ufsused,Ifree,Iused,%Iused
plotter1,60,2022-01-05 12:17:31,/dev/mapper/vg_raid-raid0,2203922,656285,22.95,22.95,586056194,254,0.00
plotter1,60,2022-01-05 12:18:31,/dev/mapper/vg_raid-raid0,2203850,656357,22.95,22.95,586056194,254,0.00
plotter1,60,2022-01-05 12:19:31,/dev/mapper/vg_raid-raid0,2203742,656465,22.95,22.95,586056194,254,0.00
plotter1,60,2022-01-05 12:20:31,/dev/mapper/vg_raid-raid0,2203650,656557,22.95,22.95,586056194,254,0.00
plotter1,60,2022-01-05 12:21:31,/dev/mapper/vg_raid-raid0,2203567,656640,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:22:31,/dev/mapper/vg_raid-raid0,2203514,656693,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:23:31,/dev/mapper/vg_raid-raid0,2203472,656735,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:24:31,/dev/mapper/vg_raid-raid0,2203436,656771,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:25:31,/dev/mapper/vg_raid-raid0,2203389,656818,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:26:31,/dev/mapper/vg_raid-raid0,2203363,656844,22.96,22.96,586056194,254,0.00
plotter1,60,2022-01-05 12:27:31,/dev/mapper/vg_raid-raid0,2203340,656867,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:28:31,/dev/mapper/vg_raid-raid0,2203318,656889,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:29:31,/dev/mapper/vg_raid-raid0,2203297,656910,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:30:31,/dev/mapper/vg_raid-raid0,2203277,656930,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:31:31,/dev/mapper/vg_raid-raid0,2203249,656958,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:32:31,/dev/mapper/vg_raid-raid0,2203228,656979,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:33:31,/dev/mapper/vg_raid-raid0,2203209,656998,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:34:31,/dev/mapper/vg_raid-raid0,2203189,657018,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:35:31,/dev/mapper/vg_raid-raid0,2203170,657037,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:36:31,/dev/mapper/vg_raid-raid0,2203152,657055,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:37:31,/dev/mapper/vg_raid-raid0,2203134,657073,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:38:31,/dev/mapper/vg_raid-raid0,2203116,657091,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:39:31,/dev/mapper/vg_raid-raid0,2203097,657110,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:40:31,/dev/mapper/vg_raid-raid0,2203079,657128,22.97,22.97,586056194,254,0.00
plotter1,60,2022-01-05 12:41:31,/dev/mapper/vg_raid-raid0,2203060,657147,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:42:31,/dev/mapper/vg_raid-raid0,2203043,657164,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:43:31,/dev/mapper/vg_raid-raid0,2203024,657183,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:44:31,/dev/mapper/vg_raid-raid0,2203006,657201,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:45:31,/dev/mapper/vg_raid-raid0,2202986,657221,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:46:31,/dev/mapper/vg_raid-raid0,2202966,657241,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:47:31,/dev/mapper/vg_raid-raid0,2202948,657259,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:48:31,/dev/mapper/vg_raid-raid0,2202931,657276,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:49:31,/dev/mapper/vg_raid-raid0,2202912,657295,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:50:31,/dev/mapper/vg_raid-raid0,2202893,657314,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:51:31,/dev/mapper/vg_raid-raid0,2202874,657333,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:52:31,/dev/mapper/vg_raid-raid0,2202856,657351,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:53:31,/dev/mapper/vg_raid-raid0,2202837,657370,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:54:31,/dev/mapper/vg_raid-raid0,2202819,657388,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:55:31,/dev/mapper/vg_raid-raid0,2202799,657408,22.98,22.98,586056194,254,0.00
plotter1,60,2022-01-05 12:56:31,/dev/mapper/vg_raid-raid0,2202782,657425,22.99,22.99,586056194,254,0.00
plotter1,60,2022-01-05 12:57:31,/dev/mapper/vg_raid-raid0,2202758,657449,22.99,22.99,586056194,254,0.00
