# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2022-01-02 13:47:20;-1;5.72;0.00;1.26;9.28;0.00;83.73
plotter1;60;2022-01-02 13:48:20;-1;17.24;0.00;0.56;8.74;0.00;73.46
plotter1;60;2022-01-02 13:49:20;-1;10.06;0.00;0.35;7.24;0.00;82.36
plotter1;60;2022-01-02 13:50:20;-1;16.75;0.00;0.49;11.08;0.00;71.68
plotter1;60;2022-01-02 13:51:20;-1;8.67;0.00;0.41;7.91;0.00;83.01
plotter1;60;2022-01-02 13:52:20;-1;9.16;0.00;0.45;8.92;0.00;81.47
plotter1;60;2022-01-02 13:53:20;-1;9.63;0.00;0.44;9.18;0.00;80.75
plotter1;60;2022-01-02 13:54:20;-1;11.31;0.00;0.42;7.75;0.00;80.52
plotter1;60;2022-01-02 13:55:20;-1;9.93;0.00;0.47;9.01;0.00;80.59
plotter1;60;2022-01-02 13:56:20;-1;9.24;0.00;0.38;8.57;0.00;81.81
plotter1;60;2022-01-02 13:57:20;-1;9.83;0.00;0.37;8.04;0.00;81.75
plotter1;60;2022-01-02 13:58:20;-1;9.05;0.00;0.31;7.03;0.00;83.60
plotter1;60;2022-01-02 13:59:20;-1;9.79;0.00;0.39;7.45;0.00;82.37
plotter1;60;2022-01-02 14:00:20;-1;11.18;0.00;0.40;7.91;0.00;80.51
plotter1;60;2022-01-02 14:01:20;-1;13.30;0.00;0.35;7.83;0.00;78.52
plotter1;60;2022-01-02 14:02:20;-1;9.88;0.00;0.43;8.05;0.00;81.64
plotter1;60;2022-01-02 14:03:20;-1;9.57;0.00;0.59;8.55;0.00;81.29
plotter1;60;2022-01-02 14:04:20;-1;8.98;0.00;0.40;6.56;0.00;84.06
plotter1;60;2022-01-02 14:05:20;-1;9.78;0.00;0.40;7.82;0.00;82.00
plotter1;60;2022-01-02 14:06:20;-1;8.99;0.00;0.35;8.26;0.00;82.39
plotter1;60;2022-01-02 14:07:20;-1;9.07;0.00;0.37;7.74;0.00;82.82
plotter1;60;2022-01-02 14:08:20;-1;9.14;0.00;0.33;8.46;0.00;82.08
plotter1;60;2022-01-02 14:09:20;-1;9.03;0.00;0.35;8.56;0.00;82.06
plotter1;60;2022-01-02 14:10:20;-1;9.43;0.00;0.37;7.35;0.00;82.85
plotter1;60;2022-01-02 14:11:20;-1;9.46;0.00;0.37;8.00;0.00;82.18
plotter1;60;2022-01-02 14:12:20;-1;9.20;0.00;0.35;7.87;0.00;82.59
plotter1;60;2022-01-02 14:13:20;-1;8.94;0.00;0.32;7.42;0.00;83.32
plotter1;60;2022-01-02 14:14:20;-1;9.04;0.00;0.31;6.67;0.00;83.99
plotter1;60;2022-01-02 14:15:20;-1;9.96;0.00;0.37;8.72;0.00;80.94
plotter1;60;2022-01-02 14:16:20;-1;8.80;0.00;0.31;7.99;0.00;82.90
plotter1;60;2022-01-02 14:17:20;-1;9.10;0.00;0.29;6.98;0.00;83.63
plotter1;60;2022-01-02 14:18:20;-1;9.53;0.00;0.34;8.15;0.00;81.99
plotter1;60;2022-01-02 14:19:20;-1;9.54;0.00;0.32;8.18;0.00;81.97
plotter1;60;2022-01-02 14:20:20;-1;9.54;0.00;0.36;7.91;0.00;82.18
plotter1;60;2022-01-02 14:21:20;-1;9.61;0.00;0.31;6.70;0.00;83.38
plotter1;60;2022-01-02 14:22:20;-1;8.92;0.00;0.36;7.51;0.00;83.21
plotter1;60;2022-01-02 14:23:20;-1;9.93;0.00;0.33;7.44;0.00;82.30
plotter1;60;2022-01-02 14:24:20;-1;15.67;0.00;0.40;7.62;0.00;76.32
# hostname;interval;timestamp;tps;rtps;wtps;dtps;bread/s;bwrtn/s;bdscd/s
plotter1;60;2022-01-02 13:47:20;247.35;230.23;17.02;0.10;23065.20;289.73;14.93
plotter1;60;2022-01-02 13:48:20;197.77;183.45;14.22;0.10;18804.53;212.27;8.80
plotter1;60;2022-01-02 13:49:20;179.07;168.58;10.48;0.00;17529.73;145.73;0.00
plotter1;60;2022-01-02 13:50:20;214.20;197.97;16.23;0.00;18881.83;425.20;0.00
plotter1;60;2022-01-02 13:51:20;194.73;189.87;4.87;0.00;19718.40;82.80;0.00
plotter1;60;2022-01-02 13:52:20;208.18;204.55;3.63;0.00;21025.23;71.07;0.00
plotter1;60;2022-01-02 13:53:20;200.83;196.73;4.10;0.00;20305.18;81.20;0.00
plotter1;60;2022-01-02 13:54:20;204.35;200.03;4.32;0.00;20765.82;92.00;0.00
plotter1;60;2022-01-02 13:55:20;225.92;219.37;6.55;0.00;20757.98;303.87;0.00
plotter1;60;2022-01-02 13:56:20;182.23;176.02;6.22;0.00;18289.38;114.67;0.00
plotter1;60;2022-01-02 13:57:20;180.50;175.82;4.68;0.00;18513.12;93.73;0.00
plotter1;60;2022-01-02 13:58:20;173.13;167.55;5.58;0.00;17622.67;101.07;0.00
plotter1;60;2022-01-02 13:59:20;177.05;171.60;5.45;0.00;17315.87;101.20;0.00
plotter1;60;2022-01-02 14:00:20;197.93;190.07;7.87;0.00;18332.90;321.07;0.00
plotter1;60;2022-01-02 14:01:20;176.25;167.58;8.67;0.00;17364.40;136.53;0.00
plotter1;60;2022-01-02 14:02:20;214.37;203.18;11.18;0.00;20743.05;171.73;0.00
plotter1;60;2022-01-02 14:03:20;216.15;203.72;12.43;0.00;20382.53;467.87;0.00
plotter1;60;2022-01-02 14:04:20;178.48;169.57;8.92;0.00;17419.87;137.60;0.00
plotter1;60;2022-01-02 14:05:20;194.73;180.75;13.98;0.00;17402.50;393.07;0.00
plotter1;60;2022-01-02 14:06:20;196.00;183.57;12.43;0.00;19235.20;182.80;0.00
plotter1;60;2022-01-02 14:07:20;193.77;184.00;9.77;0.00;18939.47;157.60;0.00
plotter1;60;2022-01-02 14:08:20;186.80;182.40;4.40;0.00;19238.67;78.80;0.00
plotter1;60;2022-01-02 14:09:20;175.47;172.20;3.27;0.00;17610.27;69.47;0.00
plotter1;60;2022-01-02 14:10:20;181.73;175.63;6.10;0.00;16795.70;296.27;0.00
plotter1;60;2022-01-02 14:11:20;192.65;186.63;6.02;0.00;19598.80;106.40;0.00
plotter1;60;2022-01-02 14:12:20;181.37;176.47;4.90;0.00;18010.42;94.67;0.00
plotter1;60;2022-01-02 14:13:20;182.78;177.28;5.50;0.00;18021.47;107.87;0.00
plotter1;60;2022-01-02 14:14:20;153.82;149.12;4.70;0.00;15587.20;91.60;0.00
plotter1;60;2022-01-02 14:15:20;202.18;194.37;7.82;0.00;18479.70;324.27;0.00
plotter1;60;2022-01-02 14:16:20;179.12;173.08;6.03;0.00;17872.13;111.47;0.00
plotter1;60;2022-01-02 14:17:20;157.13;150.83;6.30;0.00;15180.67;106.13;0.00
plotter1;60;2022-01-02 14:18:20;189.90;182.50;7.40;0.00;19096.53;123.47;0.00
plotter1;60;2022-01-02 14:19:20;194.75;187.92;6.83;0.00;19184.13;117.20;0.00
plotter1;60;2022-01-02 14:20:20;193.20;183.80;9.40;0.00;17469.97;337.60;0.00
plotter1;60;2022-01-02 14:21:20;165.47;154.90;10.57;0.00;15841.60;166.27;0.00
plotter1;60;2022-01-02 14:22:20;188.65;176.68;11.97;0.00;17542.33;186.00;0.00
plotter1;60;2022-01-02 14:23:20;171.98;163.07;8.92;0.00;16967.87;150.80;0.00
plotter1;60;2022-01-02 14:24:20;204.23;201.02;3.22;0.00;20500.53;62.40;0.00
# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
plotter1;60;2022-01-02 13:47:20;85031556;86077708;2723008;2.07;166088;42201076;47417268;18.04;1123144;43517028;284
plotter1;60;2022-01-02 13:48:20;83931604;85542228;3106448;2.36;166524;42916040;53434420;20.33;1647560;44078424;292
plotter1;60;2022-01-02 13:49:20;83298796;85436344;3148848;2.39;168344;43504600;53456180;20.34;1918628;44426568;120
plotter1;60;2022-01-02 13:50:20;82502156;85209064;3257780;2.47;171084;44189968;53651544;20.41;2377424;44779520;44
plotter1;60;2022-01-02 13:51:20;81770736;85069344;3329364;2.53;173436;44847428;53716480;20.44;2741948;45129324;156
plotter1;60;2022-01-02 13:52:20;81028272;84957788;3390764;2.57;173852;45527972;53824256;20.48;2991296;45626368;172
plotter1;60;2022-01-02 13:53:20;79251792;83790652;4516208;3.43;174696;46177992;54446924;20.72;3179784;47212352;128
plotter1;60;2022-01-02 13:54:20;78169956;83331988;4922172;3.74;176640;46851952;54037232;20.56;3399296;48031828;324
plotter1;60;2022-01-02 13:55:20;77470552;83254460;4969168;3.77;185788;47495328;54127080;20.59;3535448;48617152;360
plotter1;60;2022-01-02 13:56:20;76869560;83204028;4994444;3.79;188796;48068076;54205276;20.62;3642852;49147736;124
plotter1;60;2022-01-02 13:57:20;76224384;83114512;5059396;3.84;191828;48645188;54261536;20.64;3743904;49663576;196
plotter1;60;2022-01-02 13:58:20;75645708;83064724;5084544;3.86;192092;49198368;54316108;20.67;3822944;50174560;248
plotter1;60;2022-01-02 13:59:20;75026988;82966700;5159892;3.92;192356;49741276;54384080;20.69;3897076;50694676;452
plotter1;60;2022-01-02 14:00:20;74343812;82833236;5264384;4.00;192604;50319868;54499164;20.74;4029624;51233408;284
plotter1;60;2022-01-02 14:01:20;73798620;82809456;5262960;4.00;192880;50866184;54549888;20.75;4138600;51707232;240
plotter1;60;2022-01-02 14:02:20;73093108;82726000;5325956;4.04;193112;51508496;54615812;20.78;4191616;52352548;216
plotter1;60;2022-01-02 14:03:20;72426124;82674960;5357960;4.07;193500;52142988;54665096;20.80;4256888;52958244;8
plotter1;60;2022-01-02 14:04:20;71828248;82600000;5412332;4.11;193752;52686224;54737164;20.83;4320932;53498520;356
plotter1;60;2022-01-02 14:05:20;71228552;82522188;5470096;4.15;194000;53227840;54797728;20.85;4375036;54034576;484
plotter1;60;2022-01-02 14:06:20;70583112;82453124;5519360;4.19;194220;53823844;54851480;20.87;4439460;54605128;288
plotter1;60;2022-01-02 14:07:20;69956576;82397712;5554564;4.22;194528;54414744;54912856;20.89;4505936;55177900;56
plotter1;60;2022-01-02 14:08:20;69332776;82350688;5580340;4.24;194776;55012288;54968764;20.91;4551380;55771224;68
plotter1;60;2022-01-02 14:09:20;68722524;82269376;5641376;4.28;195032;55561440;55022956;20.93;4603308;56308332;220
plotter1;60;2022-01-02 14:10:20;68140856;82191532;5699480;4.33;195232;56084976;55080196;20.96;4638388;56841204;316
plotter1;60;2022-01-02 14:11:20;67505340;82144084;5727880;4.35;195500;56691776;55138132;20.98;4688064;57443156;100
plotter1;60;2022-01-02 14:12:20;66898768;82078908;5773104;4.38;195740;57252900;55194764;21.00;4723696;58011852;256
plotter1;60;2022-01-02 14:13:20;66235312;81956288;5874840;4.46;196044;57814480;55321228;21.05;4777388;58631488;108
plotter1;60;2022-01-02 14:14:20;65686384;81875136;5933864;4.51;196228;58304068;55373072;21.07;4829256;59106800;324
plotter1;60;2022-01-02 14:15:20;65088444;81831472;5957564;4.52;196480;58877976;55421604;21.09;4871772;59671580;292
plotter1;60;2022-01-02 14:16:20;64493484;81773844;5994168;4.55;196852;59435980;55470872;21.10;4926256;60207868;12
plotter1;60;2022-01-02 14:17:20;63993616;81729588;6018292;4.57;197128;59911280;55516060;21.12;4952580;60687008;252
plotter1;60;2022-01-02 14:18:20;63399856;81708832;6018396;4.57;197556;60504364;55560480;21.14;4996800;61265668;296
plotter1;60;2022-01-02 14:19:20;62721384;81604344;6101184;4.63;197760;61099592;55610152;21.16;5029300;61862424;352
plotter1;60;2022-01-02 14:20:20;62155760;81563900;6121336;4.65;197992;61645060;55658156;21.18;5086516;62382600;352
plotter1;60;2022-01-02 14:21:20;61628780;81512836;6154496;4.67;198212;62138640;55704372;21.19;5119784;62876620;100
plotter1;60;2022-01-02 14:22:20;61050676;81461108;6184512;4.70;198444;62686820;55764104;21.22;5216724;63373356;20
plotter1;60;2022-01-02 14:23:20;60462808;81384416;6234924;4.73;198844;63223676;55822492;21.24;5327992;63836648;108
plotter1;60;2022-01-02 14:24:20;59766444;81303480;6288440;4.77;199056;63865976;55884220;21.26;5436944;64414860;160
# hostname;interval;timestamp;kbswpfree;kbswpused;%swpused;kbswpcad;%swpcad
plotter1;60;2022-01-02 13:47:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:48:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:49:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:50:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:51:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:52:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:53:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:54:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:55:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:56:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:57:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:58:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 13:59:20;130683128;454400;0.35;15932;3.51
plotter1;60;2022-01-02 14:00:20;130683128;454400;0.35;15932;3.51
