HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST31,2022-01-02T13:46:20,2022-01-02T13:46:29,2022-01-02T13:47:33,2022-01-02T13:47:55,2022-01-02T14:24:55,22398107648,"Only full blocks height + peak index, cache_spill=false + increase coin_records lru cache * 100"
plotter1,DUSTSTORM1,AUTOTEST31,2022-01-02T14:25:12,2022-01-02T14:25:21,2022-01-02T14:26:04,2022-01-02T14:26:36,2022-01-02T15:03:40,22398107648,"Only full blocks height + peak index, cache_spill=false + increase coin_records lru cache * 100"
