HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM1,AUTOTEST29,2021-12-31T19:01:48,2021-12-31T19:02:12,2021-12-31T19:03:12,2021-12-31T19:03:40,2021-12-31T19:41:47,22398107648,"Only full blocks height + peak index; increase coin_records lru cache * 1000"
plotter1,DUSTSTORM1,AUTOTEST30,2021-12-31T19:42:01,2021-12-31T19:42:20,2021-12-31T19:43:29,2021-12-31T19:43:57,2021-12-31T20:21:53,22397583360,"Only full blocks height + peak index; increase coin_records lru cache * 10"
