HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
harvester2,DUSTSTORM1,AUTOTEST8,2021-12-30T21:56:22,2021-12-30T22:07:12,2021-12-30T22:16:49,2021-12-30T22:19:03,2021-12-31T04:00:09,22397149184,"Only full blocks height + peak index; increase block lru cache"
harvester2,DUSTSTORM1,AUTOTEST9,2021-12-31T04:00:38,2021-12-31T04:11:38,2021-12-31T04:19:23,2021-12-31T04:21:45,2021-12-31T09:59:18,22397001728,"Only full blocks height + peak index; use journal_mode=persistent"
harvester2,DUSTSTORM1,AUTOTEST10,2021-12-31T09:59:48,2021-12-31T10:10:35,2021-12-31T10:18:25,2021-12-31T10:22:50,2021-12-31T16:06:34,22397116416,"Only full blocks height + peak index; use journal_mode=truncate"
harvester2,DUSTSTORM1,AUTOTEST11,2021-12-31T16:07:03,2021-12-31T16:18:03,2021-12-31T16:25:27,2021-12-31T16:29:20,2021-12-31T22:04:30,22397194240,"Only full blocks height + peak index; use synchronous=normal"
harvester2,DUSTSTORM1,AUTOTEST12,2021-12-31T22:04:59,2021-12-31T22:16:00,2021-12-31T22:25:08,2021-12-31T22:29:13,2022-01-01T03:48:10,22396796928,"Only full blocks height + peak index; use synchronous=off"
harvester2,DUSTSTORM1,AUTOTEST13,2022-01-01T03:48:40,2022-01-01T03:59:33,2022-01-01T04:10:20,2022-01-01T04:11:40,2022-01-01T09:38:59,22396784640,"Only full blocks height + peak index; use locking_mode=exclusive"
harvester2,DUSTSTORM1,AUTOTEST14,2022-01-01T09:39:29,2022-01-01T09:50:36,2022-01-01T09:58:14,2022-01-01T10:01:38,2022-01-01T15:33:08,22396751872,"Only full blocks height + peak index; use cache_spill=false"
