# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2021-12-31 07:59:26,-1,6.70,0.00,3.14,9.55,0.00,80.61
plotter1,60,2021-12-31 08:00:26,-1,8.47,0.00,0.40,8.20,0.00,82.93
plotter1,60,2021-12-31 08:01:26,-1,14.45,0.00,0.51,7.61,0.00,77.44
plotter1,60,2021-12-31 08:02:26,-1,14.69,0.00,0.46,7.41,0.00,77.45
plotter1,60,2021-12-31 08:03:26,-1,11.80,0.00,0.48,7.25,0.00,80.48
plotter1,60,2021-12-31 08:04:26,-1,8.73,0.00,0.49,7.84,0.00,82.94
plotter1,60,2021-12-31 08:05:26,-1,9.57,0.00,0.53,7.65,0.00,82.24
plotter1,60,2021-12-31 08:06:26,-1,9.05,0.00,0.47,8.05,0.00,82.42
plotter1,60,2021-12-31 08:07:26,-1,11.54,0.00,0.46,6.13,0.00,81.87
plotter1,60,2021-12-31 08:08:26,-1,8.50,0.00,0.45,5.84,0.00,85.21
plotter1,60,2021-12-31 08:09:26,-1,9.52,0.00,0.44,7.09,0.00,82.94
plotter1,60,2021-12-31 08:10:26,-1,8.89,0.00,0.48,8.57,0.00,82.07
plotter1,60,2021-12-31 08:11:26,-1,9.49,0.00,0.44,7.30,0.00,82.77
plotter1,60,2021-12-31 08:12:26,-1,9.17,0.00,0.46,7.13,0.00,83.23
plotter1,60,2021-12-31 08:13:26,-1,9.63,0.00,0.45,7.71,0.00,82.22
plotter1,60,2021-12-31 08:14:26,-1,13.63,0.00,0.43,5.91,0.00,80.03
plotter1,60,2021-12-31 08:15:26,-1,9.56,0.00,0.51,8.55,0.00,81.38
plotter1,60,2021-12-31 08:16:26,-1,8.75,0.00,0.46,7.26,0.00,83.53
plotter1,60,2021-12-31 08:17:26,-1,8.85,0.00,0.44,5.41,0.00,85.30
plotter1,60,2021-12-31 08:18:26,-1,8.89,0.00,0.46,7.81,0.00,82.84
plotter1,60,2021-12-31 08:19:26,-1,9.50,0.00,0.67,5.73,0.00,84.10
plotter1,60,2021-12-31 08:20:26,-1,9.01,0.00,0.50,6.70,0.00,83.79
plotter1,60,2021-12-31 08:21:26,-1,8.42,0.00,0.44,8.36,0.00,82.77
plotter1,60,2021-12-31 08:22:26,-1,9.12,0.00,0.46,8.08,0.00,82.34
plotter1,60,2021-12-31 08:23:26,-1,8.91,0.00,0.46,6.05,0.00,84.59
plotter1,60,2021-12-31 08:24:26,-1,8.41,0.00,0.44,5.71,0.00,85.44
plotter1,60,2021-12-31 08:25:26,-1,9.08,0.00,0.48,7.03,0.00,83.40
plotter1,60,2021-12-31 08:26:26,-1,8.82,0.00,0.45,6.28,0.00,84.45
plotter1,60,2021-12-31 08:27:26,-1,8.73,0.00,0.43,6.18,0.00,84.66
plotter1,60,2021-12-31 08:28:26,-1,8.64,0.00,0.44,6.26,0.00,84.66
plotter1,60,2021-12-31 08:29:26,-1,8.79,0.00,0.43,6.66,0.00,84.11
plotter1,60,2021-12-31 08:30:26,-1,8.92,0.00,0.48,7.68,0.00,82.91
plotter1,60,2021-12-31 08:31:26,-1,8.50,0.00,0.45,6.74,0.00,84.31
plotter1,60,2021-12-31 08:32:26,-1,9.11,0.00,0.47,7.78,0.00,82.65
plotter1,60,2021-12-31 08:33:26,-1,9.10,0.00,0.45,6.74,0.00,83.70
plotter1,60,2021-12-31 08:34:26,-1,8.93,0.00,0.45,8.92,0.00,81.71
plotter1,60,2021-12-31 08:35:26,-1,9.92,0.00,0.61,6.45,0.00,83.02
plotter1,60,2021-12-31 08:36:26,-1,9.10,0.00,0.53,4.98,0.00,85.39
plotter1,60,2021-12-31 08:37:26,-1,8.43,0.00,0.43,5.90,0.00,85.25
plotter1,60,2021-12-31 08:38:26,-1,9.73,0.00,0.42,6.62,0.00,83.24
plotter1,60,2021-12-31 08:39:26,-1,14.03,0.00,0.41,6.37,0.00,79.19
# hostname,interval,timestamp,tps,rtps,wtps,dtps,bread/s,bwrtn/s,bdscd/s
plotter1,60,2021-12-31 07:59:26,5370.00,3496.03,1873.18,0.78,1074725.13,1376592.00,733044.67
plotter1,60,2021-12-31 08:00:26,1364.32,788.77,575.50,0.05,49556.00,42351.07,4.40
plotter1,60,2021-12-31 08:01:26,2884.08,1011.03,1873.00,0.05,61744.38,125433.73,4.40
plotter1,60,2021-12-31 08:02:26,2077.28,383.62,1693.67,0.00,23813.03,100652.00,0.00
plotter1,60,2021-12-31 08:03:26,2020.40,306.42,1713.93,0.05,21688.13,96224.13,8.67
plotter1,60,2021-12-31 08:04:26,1762.30,217.18,1545.12,0.00,20689.60,84229.07,0.00
plotter1,60,2021-12-31 08:05:26,1611.50,173.85,1437.65,0.00,16434.00,77297.20,0.00
plotter1,60,2021-12-31 08:06:26,1630.03,168.97,1461.07,0.00,17307.47,77734.40,0.00
plotter1,60,2021-12-31 08:07:26,1913.98,220.25,1693.73,0.00,17848.40,89476.00,0.00
plotter1,60,2021-12-31 08:08:26,1492.03,145.37,1346.67,0.00,14746.27,72744.93,0.00
plotter1,60,2021-12-31 08:09:26,1360.23,157.00,1203.23,0.00,16538.30,64656.00,0.00
plotter1,60,2021-12-31 08:10:26,1100.47,204.32,896.15,0.00,19032.07,47887.87,0.00
plotter1,60,2021-12-31 08:11:26,1120.85,169.73,951.12,0.00,17273.12,50546.27,0.00
plotter1,60,2021-12-31 08:12:26,1251.33,148.12,1103.22,0.00,15219.60,60283.87,0.00
