# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2021-12-31 09:25:42,lo,13.87,13.87,81.88,81.88,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:25:42,enp6s0,487.55,989.92,95.50,1340.39,0.00,0.00,0.40,0.44
plotter1,60,2021-12-31 09:26:42,lo,36.37,36.37,343.40,343.40,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:26:42,enp6s0,741.58,1216.83,373.66,1563.56,0.00,0.00,0.42,0.51
plotter1,60,2021-12-31 09:27:42,lo,12.72,12.72,58.02,58.02,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:27:42,enp6s0,603.52,983.30,269.84,1233.18,0.00,0.00,0.42,0.40
plotter1,60,2021-12-31 09:28:42,lo,11.55,11.55,58.27,58.27,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:28:42,enp6s0,652.92,1065.50,311.28,1342.92,0.00,0.00,0.42,0.44
plotter1,60,2021-12-31 09:29:42,lo,9.28,9.28,31.29,31.29,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:29:42,enp6s0,626.45,872.93,355.83,1062.79,0.00,0.00,0.40,0.35
plotter1,60,2021-12-31 09:30:42,lo,15.05,15.05,109.11,109.11,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:30:42,enp6s0,574.62,968.50,240.84,1252.30,0.00,0.00,0.42,0.41
plotter1,60,2021-12-31 09:31:42,lo,15.98,15.98,84.64,84.64,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:31:42,enp6s0,552.72,945.07,203.13,1216.61,0.00,0.00,0.40,0.40
plotter1,60,2021-12-31 09:32:42,lo,18.27,18.27,207.74,207.74,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:32:42,enp6s0,626.60,1146.63,212.97,1502.46,0.00,0.00,0.40,0.49
plotter1,60,2021-12-31 09:33:42,lo,5.52,5.52,78.98,78.98,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:33:42,enp6s0,615.78,1091.47,196.06,1427.38,0.00,0.00,0.43,0.47
plotter1,60,2021-12-31 09:34:42,lo,6.58,6.58,54.48,54.48,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:34:42,enp6s0,644.97,1001.33,323.95,1257.99,0.00,0.00,0.42,0.41
plotter1,60,2021-12-31 09:35:42,lo,23.15,23.15,122.58,122.58,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:35:42,enp6s0,606.97,1074.70,194.37,1401.71,0.00,0.00,0.42,0.46
plotter1,60,2021-12-31 09:36:42,lo,13.20,13.20,148.16,148.16,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:36:42,enp6s0,582.98,1015.72,206.95,1315.03,0.00,0.00,0.40,0.43
plotter1,60,2021-12-31 09:37:42,lo,12.85,12.85,159.71,159.71,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:37:42,enp6s0,620.13,1035.80,243.18,1336.30,0.00,0.00,0.42,0.44
plotter1,60,2021-12-31 09:38:42,lo,3.70,3.70,18.31,18.31,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:38:42,enp6s0,569.38,993.58,207.86,1301.29,0.00,0.00,0.40,0.43
plotter1,60,2021-12-31 09:39:42,lo,4.67,4.67,49.64,49.64,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:39:42,enp6s0,647.17,1092.68,263.90,1382.26,0.00,0.00,0.42,0.45
plotter1,60,2021-12-31 09:40:42,lo,7.78,7.78,68.11,68.11,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:40:42,enp6s0,559.92,1011.38,174.26,1318.11,0.00,0.00,0.40,0.43
plotter1,60,2021-12-31 09:41:42,lo,4.98,4.98,50.70,50.70,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:41:42,enp6s0,773.18,1198.52,390.00,1509.35,0.00,0.00,0.42,0.49
plotter1,60,2021-12-31 09:42:42,lo,13.57,13.57,139.32,139.32,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:42:42,enp6s0,667.45,1192.27,251.36,1564.60,0.00,0.00,0.42,0.51
plotter1,60,2021-12-31 09:43:42,lo,10.42,10.42,130.99,130.99,0.00,0.00,0.00,0.00
plotter1,60,2021-12-31 09:43:42,enp6s0,675.05,1182.47,253.11,1568.12,0.00,0.00,0.42,0.51
