# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2021-12-31 03:44:48;-1;5.30;0.00;1.69;7.94;0.00;85.07
plotter1;60;2021-12-31 03:45:48;-1;4.53;0.00;0.32;7.51;0.00;87.64
plotter1;60;2021-12-31 03:46:48;-1;5.48;0.00;0.30;9.92;0.00;84.29
plotter1;60;2021-12-31 03:47:48;-1;13.87;0.00;0.52;7.44;0.00;78.17
plotter1;60;2021-12-31 03:48:48;-1;14.71;0.00;0.44;7.08;0.00;77.78
plotter1;60;2021-12-31 03:49:48;-1;15.03;0.00;0.44;6.91;0.00;77.62
plotter1;60;2021-12-31 03:50:48;-1;9.36;0.00;0.48;9.14;0.00;81.02
plotter1;60;2021-12-31 03:51:48;-1;8.92;0.00;0.41;7.83;0.00;82.84
plotter1;60;2021-12-31 03:52:48;-1;9.24;0.00;0.43;9.29;0.00;81.05
plotter1;60;2021-12-31 03:53:48;-1;11.49;0.00;0.40;7.10;0.00;81.01
plotter1;60;2021-12-31 03:54:48;-1;9.03;0.00;0.40;7.75;0.00;82.82
plotter1;60;2021-12-31 03:55:48;-1;9.47;0.00;0.40;7.16;0.00;82.96
plotter1;60;2021-12-31 03:56:48;-1;9.13;0.00;0.39;8.58;0.00;81.90
plotter1;60;2021-12-31 03:57:48;-1;9.25;0.00;0.39;7.93;0.00;82.43
plotter1;60;2021-12-31 03:58:48;-1;9.44;0.00;0.40;8.50;0.00;81.66
plotter1;60;2021-12-31 03:59:48;-1;8.59;0.00;0.38;8.31;0.00;82.73
plotter1;60;2021-12-31 04:00:48;-1;15.22;0.00;0.37;8.10;0.00;76.31
plotter1;60;2021-12-31 04:01:48;-1;9.45;0.00;0.39;7.61;0.00;82.55
plotter1;60;2021-12-31 04:02:48;-1;9.02;0.00;0.38;9.75;0.00;80.85
plotter1;60;2021-12-31 04:03:48;-1;9.47;0.00;0.39;8.07;0.00;82.07
plotter1;60;2021-12-31 04:04:48;-1;8.86;0.00;0.37;7.32;0.00;83.45
plotter1;60;2021-12-31 04:05:48;-1;9.31;0.00;0.41;8.50;0.00;81.78
plotter1;60;2021-12-31 04:06:48;-1;8.89;0.00;0.37;7.41;0.00;83.33
plotter1;60;2021-12-31 04:07:48;-1;8.54;0.00;0.37;7.16;0.00;83.94
