# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2022-01-02 02:07:44;-1;4.51;0.00;1.10;7.63;0.00;86.76
plotter1;60;2022-01-02 02:08:44;-1;17.67;0.00;0.49;8.64;0.00;73.21
plotter1;60;2022-01-02 02:09:44;-1;15.09;0.00;0.38;6.59;0.00;77.94
plotter1;60;2022-01-02 02:10:44;-1;12.19;0.00;0.43;8.73;0.00;78.64
plotter1;60;2022-01-02 02:11:44;-1;9.15;0.00;0.42;8.20;0.00;82.23
plotter1;60;2022-01-02 02:12:44;-1;9.78;0.00;0.41;8.41;0.00;81.40
plotter1;60;2022-01-02 02:13:44;-1;9.09;0.00;0.38;7.35;0.00;83.18
plotter1;60;2022-01-02 02:14:44;-1;11.97;0.00;0.42;8.49;0.00;79.13
plotter1;60;2022-01-02 02:15:44;-1;9.50;0.00;0.39;8.03;0.00;82.08
plotter1;60;2022-01-02 02:16:44;-1;9.65;0.00;0.39;9.05;0.00;80.91
plotter1;60;2022-01-02 02:17:44;-1;9.29;0.00;0.32;8.96;0.00;81.43
plotter1;60;2022-01-02 02:18:44;-1;9.73;0.00;0.35;8.96;0.00;80.95
plotter1;60;2022-01-02 02:19:44;-1;9.30;0.00;0.37;8.14;0.00;82.19
plotter1;60;2022-01-02 02:20:44;-1;15.18;0.00;0.38;7.35;0.00;77.09
plotter1;60;2022-01-02 02:21:44;-1;9.63;0.00;0.32;5.89;0.00;84.16
plotter1;60;2022-01-02 02:22:44;-1;9.76;0.00;0.36;8.14;0.00;81.74
plotter1;60;2022-01-02 02:23:44;-1;8.99;0.00;0.39;8.70;0.00;81.92
plotter1;60;2022-01-02 02:24:44;-1;9.56;0.00;0.38;8.35;0.00;81.72
plotter1;60;2022-01-02 02:25:44;-1;9.35;0.00;0.37;9.60;0.00;80.69
plotter1;60;2022-01-02 02:26:44;-1;8.99;0.00;0.34;7.94;0.00;82.73
plotter1;60;2022-01-02 02:27:44;-1;9.09;0.00;0.33;7.29;0.00;83.28
plotter1;60;2022-01-02 02:28:44;-1;9.03;0.00;0.32;7.61;0.00;83.04
plotter1;60;2022-01-02 02:29:44;-1;9.12;0.00;0.34;6.58;0.00;83.96
plotter1;60;2022-01-02 02:30:44;-1;9.29;0.00;0.36;8.81;0.00;81.54
plotter1;60;2022-01-02 02:31:44;-1;8.99;0.00;0.34;7.92;0.00;82.75
plotter1;60;2022-01-02 02:32:44;-1;9.38;0.00;0.33;7.50;0.00;82.80
plotter1;60;2022-01-02 02:33:44;-1;9.84;0.00;0.46;8.12;0.00;81.59
plotter1;60;2022-01-02 02:34:44;-1;9.52;0.00;0.41;6.88;0.00;83.20
plotter1;60;2022-01-02 02:35:44;-1;9.52;0.00;0.35;8.18;0.00;81.95
plotter1;60;2022-01-02 02:36:44;-1;9.13;0.00;0.29;7.76;0.00;82.82
plotter1;60;2022-01-02 02:37:44;-1;9.60;0.00;0.32;8.11;0.00;81.97
plotter1;60;2022-01-02 02:38:44;-1;9.46;0.00;0.31;7.04;0.00;83.19
plotter1;60;2022-01-02 02:39:44;-1;9.28;0.00;0.29;8.04;0.00;82.40
plotter1;60;2022-01-02 02:40:44;-1;9.42;0.00;0.35;9.10;0.00;81.13
plotter1;60;2022-01-02 02:41:44;-1;9.25;0.00;0.30;6.30;0.00;84.15
plotter1;60;2022-01-02 02:42:44;-1;8.78;0.00;0.36;8.60;0.00;82.26
plotter1;60;2022-01-02 02:43:44;-1;15.70;0.00;0.36;8.71;0.00;75.23
plotter1;60;2022-01-02 02:44:44;-1;14.07;0.00;0.38;6.64;0.00;78.90
# hostname;interval;timestamp;tps;rtps;wtps;dtps;bread/s;bwrtn/s;bdscd/s
plotter1;60;2022-01-02 02:07:44;223.63;211.18;12.30;0.15;20971.53;332.40;67.47
