# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2022-01-02 04:04:52;-1;3.59;0.00;1.11;8.13;0.00;87.18
plotter1;60;2022-01-02 04:05:52;-1;5.60;0.00;0.31;9.71;0.00;84.38
plotter1;60;2022-01-02 04:06:52;-1;10.85;0.00;0.38;9.01;0.00;79.76
plotter1;60;2022-01-02 04:07:52;-1;13.25;0.00;0.38;8.75;0.00;77.62
plotter1;60;2022-01-02 04:08:52;-1;17.23;0.00;0.39;7.99;0.00;74.38
plotter1;60;2022-01-02 04:09:52;-1;10.38;0.00;0.43;8.78;0.00;80.42
plotter1;60;2022-01-02 04:10:52;-1;9.48;0.00;0.45;8.58;0.00;81.50
plotter1;60;2022-01-02 04:11:52;-1;9.18;0.00;0.39;7.94;0.00;82.48
plotter1;60;2022-01-02 04:12:52;-1;10.71;0.00;0.38;6.46;0.00;82.45
plotter1;60;2022-01-02 04:13:52;-1;10.43;0.00;0.38;6.79;0.00;82.39
plotter1;60;2022-01-02 04:14:52;-1;9.87;0.00;0.38;7.37;0.00;82.38
plotter1;60;2022-01-02 04:15:52;-1;9.56;0.00;0.36;7.00;0.00;83.08
plotter1;60;2022-01-02 04:16:52;-1;9.77;0.00;0.34;8.91;0.00;80.98
plotter1;60;2022-01-02 04:17:52;-1;9.18;0.00;0.34;6.82;0.00;83.66
plotter1;60;2022-01-02 04:18:52;-1;10.50;0.00;0.34;7.16;0.00;82.00
plotter1;60;2022-01-02 04:19:52;-1;14.40;0.00;0.37;7.76;0.00;77.47
plotter1;60;2022-01-02 04:20:52;-1;9.62;0.00;0.39;9.54;0.00;80.45
plotter1;60;2022-01-02 04:21:52;-1;9.41;0.00;0.36;8.90;0.00;81.32
plotter1;60;2022-01-02 04:22:52;-1;9.21;0.00;0.39;8.65;0.00;81.75
plotter1;60;2022-01-02 04:23:52;-1;9.50;0.00;0.34;7.99;0.00;82.18
plotter1;60;2022-01-02 04:24:52;-1;9.01;0.00;0.32;7.07;0.00;83.60
plotter1;60;2022-01-02 04:25:52;-1;9.30;0.00;0.36;7.00;0.00;83.35
plotter1;60;2022-01-02 04:26:52;-1;9.09;0.00;0.32;8.56;0.00;82.04
plotter1;60;2022-01-02 04:27:52;-1;9.62;0.00;0.37;8.98;0.00;81.04
plotter1;60;2022-01-02 04:28:52;-1;9.27;0.00;0.51;7.15;0.00;83.07
plotter1;60;2022-01-02 04:29:52;-1;9.63;0.00;0.39;7.30;0.00;82.67
plotter1;60;2022-01-02 04:30:52;-1;9.40;0.00;0.37;8.87;0.00;81.36
plotter1;60;2022-01-02 04:31:52;-1;8.98;0.00;0.30;7.62;0.00;83.10
plotter1;60;2022-01-02 04:32:52;-1;9.06;0.00;0.31;6.77;0.00;83.86
plotter1;60;2022-01-02 04:33:52;-1;9.59;0.00;0.30;7.06;0.00;83.04
plotter1;60;2022-01-02 04:34:52;-1;8.94;0.00;0.31;7.79;0.00;82.96
plotter1;60;2022-01-02 04:35:52;-1;10.06;0.00;0.34;8.54;0.00;81.06
plotter1;60;2022-01-02 04:36:52;-1;9.17;0.00;0.31;7.66;0.00;82.86
plotter1;60;2022-01-02 04:37:52;-1;9.75;0.00;0.32;7.24;0.00;82.68
plotter1;60;2022-01-02 04:38:52;-1;8.81;0.00;0.31;9.08;0.00;81.80
plotter1;60;2022-01-02 04:39:52;-1;9.60;0.00;0.30;9.37;0.00;80.74
plotter1;60;2022-01-02 04:40:52;-1;9.07;0.00;0.37;8.49;0.00;82.08
plotter1;60;2022-01-02 04:41:52;-1;11.09;0.00;0.34;6.72;0.00;81.85
plotter1;60;2022-01-02 04:42:52;-1;15.88;0.00;0.37;9.64;0.00;74.11
# hostname;interval;timestamp;tps;rtps;wtps;dtps;bread/s;bwrtn/s;bdscd/s
plotter1;60;2022-01-02 04:04:52;227.55;217.38;10.07;0.10;22729.73;288.93;72.80
plotter1;60;2022-01-02 04:05:52;210.55;202.50;8.05;0.00;20269.02;313.73;0.00
plotter1;60;2022-01-02 04:06:52;188.50;182.63;5.82;0.05;19161.55;101.33;4.40
plotter1;60;2022-01-02 04:07:52;218.90;213.60;5.25;0.05;21870.30;94.13;4.40
plotter1;60;2022-01-02 04:08:52;190.72;185.25;5.47;0.00;19451.05;91.20;0.00
