# hostname,interval,timestamp,CPU,MHz
plotter1,60,2022-01-02 10:33:01,-1,3762.50
plotter1,60,2022-01-02 10:34:01,-1,3843.75
plotter1,60,2022-01-02 10:35:01,-1,3843.76
plotter1,60,2022-01-02 10:36:01,-1,3842.82
plotter1,60,2022-01-02 10:37:01,-1,3843.83
plotter1,60,2022-01-02 10:38:01,-1,3762.50
plotter1,60,2022-01-02 10:39:01,-1,3762.50
plotter1,60,2022-01-02 10:40:01,-1,3843.74
plotter1,60,2022-01-02 10:41:01,-1,3762.49
plotter1,60,2022-01-02 10:42:01,-1,3762.50
plotter1,60,2022-01-02 10:43:01,-1,3762.50
plotter1,60,2022-01-02 10:44:01,-1,3762.49
plotter1,60,2022-01-02 10:45:01,-1,3762.50
plotter1,60,2022-01-02 10:46:01,-1,4006.26
plotter1,60,2022-01-02 10:47:01,-1,3843.54
plotter1,60,2022-01-02 10:48:01,-1,3762.50
plotter1,60,2022-01-02 10:49:01,-1,3762.52
plotter1,60,2022-01-02 10:50:01,-1,3842.62
plotter1,60,2022-01-02 10:51:01,-1,3762.50
plotter1,60,2022-01-02 10:52:01,-1,3762.43
plotter1,60,2022-01-02 10:53:01,-1,3762.51
plotter1,60,2022-01-02 10:54:01,-1,3762.56
plotter1,60,2022-01-02 10:55:01,-1,3843.83
plotter1,60,2022-01-02 10:56:01,-1,4331.25
plotter1,60,2022-01-02 10:57:01,-1,3843.85
plotter1,60,2022-01-02 10:58:01,-1,3843.80
plotter1,60,2022-01-02 10:59:01,-1,3762.56
plotter1,60,2022-01-02 11:00:01,-1,3843.72
plotter1,60,2022-01-02 11:01:01,-1,3762.50
plotter1,60,2022-01-02 11:02:01,-1,3762.60
plotter1,60,2022-01-02 11:03:01,-1,3762.58
plotter1,60,2022-01-02 11:04:01,-1,3762.66
plotter1,60,2022-01-02 11:05:01,-1,3762.58
plotter1,60,2022-01-02 11:06:01,-1,3762.61
plotter1,60,2022-01-02 11:07:01,-1,3762.52
plotter1,60,2022-01-02 11:08:01,-1,3762.50
plotter1,60,2022-01-02 11:09:01,-1,4893.81
plotter1,60,2022-01-02 11:10:01,-1,3762.50
