# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-04 21:56:50,lo,8.62,8.62,12.99,12.99,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 21:56:50,enp6s0,527.30,1041.12,100.63,1404.59,0.00,0.00,0.42,0.46
plotter1,60,2022-01-04 21:57:50,lo,7.40,7.40,4.22,4.22,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 21:57:50,enp6s0,678.10,1056.95,358.10,1317.66,0.00,0.00,0.42,0.43
plotter1,60,2022-01-04 21:58:50,lo,6.17,6.17,4.96,4.96,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 21:58:50,enp6s0,555.90,1047.90,135.37,1378.49,0.00,0.00,0.42,0.45
plotter1,60,2022-01-04 21:59:50,lo,1.20,1.20,1.64,1.64,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 21:59:50,enp6s0,588.03,1073.85,164.41,1411.90,0.00,0.00,0.40,0.46
plotter1,60,2022-01-04 22:00:50,lo,1.23,1.23,2.12,2.12,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 22:00:50,enp6s0,638.82,1214.65,158.51,1623.94,0.00,0.00,0.42,0.53
plotter1,60,2022-01-04 22:01:50,lo,5.18,5.18,40.36,40.36,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 22:01:50,enp6s0,1862.95,1192.15,2040.04,1266.23,0.00,0.00,0.43,0.67
plotter1,60,2022-01-04 22:02:50,lo,7.60,7.60,6.27,6.27,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 22:02:50,enp6s0,660.57,1113.47,266.00,1415.38,0.00,0.00,0.40,0.46
plotter1,60,2022-01-04 22:03:50,lo,1.20,1.20,2.15,2.15,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 22:03:50,enp6s0,618.27,1155.87,160.67,1528.90,0.00,0.00,0.40,0.50
plotter1,60,2022-01-04 22:04:50,lo,1.53,1.53,1.81,1.81,0.00,0.00,0.00,0.00
plotter1,60,2022-01-04 22:04:50,enp6s0,742.02,1245.77,300.12,1603.68,0.00,0.00,0.42,0.53
plotter1,60,2022-01-04 22:05:50,lo,1.70,1.70,1.61,1.61,0.00,0.00,0.00,0.00
