HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM2,AUTOTEST1,2022-01-04T21:55:49,2022-01-04T21:56:23,2022-01-04T21:58:42,2022-01-04T22:04:24,2022-01-04T22:38:46,39064174592,"No Changes from branch"
plotter1,DUSTSTORM2,AUTOTEST3,2022-01-04T22:39:03,2022-01-04T22:39:32,2022-01-04T22:42:26,2022-01-04T22:44:31,2022-01-04T23:17:08,38945161216,"From Block Store, only use fullblocks height and peak index, Drop all coin store indexes"
