# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2022-01-02 17:10:28;-1;5.02;0.00;1.24;8.55;0.00;85.19
plotter1;60;2022-01-02 17:11:28;-1;12.41;0.00;0.44;8.05;0.00;79.10
plotter1;60;2022-01-02 17:12:28;-1;16.39;0.00;0.42;8.06;0.00;75.12
plotter1;60;2022-01-02 17:13:28;-1;14.62;0.00;0.42;8.31;0.00;76.65
plotter1;60;2022-01-02 17:14:28;-1;9.26;0.00;0.42;7.04;0.00;83.28
plotter1;60;2022-01-02 17:15:28;-1;9.44;0.00;0.78;10.18;0.00;79.60
plotter1;60;2022-01-02 17:16:28;-1;9.34;0.00;0.72;8.36;0.00;81.58
plotter1;60;2022-01-02 17:17:28;-1;12.36;0.00;0.70;10.91;0.00;76.03
plotter1;60;2022-01-02 17:18:28;-1;9.42;0.00;0.70;10.34;0.00;79.54
plotter1;60;2022-01-02 17:19:28;-1;9.35;0.00;0.76;9.41;0.00;80.48
plotter1;60;2022-01-02 17:20:28;-1;9.75;0.00;0.68;11.29;0.00;78.28
plotter1;60;2022-01-02 17:21:28;-1;9.94;0.00;0.66;11.16;0.00;78.24
plotter1;60;2022-01-02 17:22:28;-1;10.18;0.00;0.86;8.69;0.00;80.27
plotter1;60;2022-01-02 17:23:28;-1;11.53;0.00;0.83;7.47;0.00;80.17
plotter1;60;2022-01-02 17:24:28;-1;13.68;0.00;0.99;7.69;0.00;77.64
plotter1;60;2022-01-02 17:25:28;-1;9.97;0.00;0.84;9.37;0.00;79.82
plotter1;60;2022-01-02 17:26:28;-1;9.92;0.00;0.86;7.73;0.00;81.49
plotter1;60;2022-01-02 17:27:28;-1;10.20;0.00;0.51;7.53;0.00;81.75
plotter1;60;2022-01-02 17:28:28;-1;10.31;0.00;0.55;8.84;0.00;80.29
plotter1;60;2022-01-02 17:29:28;-1;10.33;0.00;0.90;9.37;0.00;79.40
plotter1;60;2022-01-02 17:30:28;-1;10.67;0.00;0.80;10.23;0.00;78.30
