# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
plotter1,60,2022-01-02 18:31:11,lo,33.43,33.43,20.64,20.64,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:31:11,enp6s0,712.82,1106.55,359.29,1403.69,0.00,0.00,0.42,0.46
plotter1,60,2022-01-02 18:32:11,lo,20.13,20.13,17.92,17.92,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:32:11,enp6s0,766.13,1150.18,403.69,1408.66,0.00,0.00,0.42,0.46
plotter1,60,2022-01-02 18:33:11,lo,2.27,2.27,2.66,2.66,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:33:11,enp6s0,645.28,1091.27,260.71,1377.95,0.00,0.00,0.42,0.45
plotter1,60,2022-01-02 18:34:11,lo,7.52,7.52,83.58,83.58,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:34:11,enp6s0,643.92,1079.90,265.35,1381.39,0.00,0.00,0.42,0.45
plotter1,60,2022-01-02 18:35:11,lo,2.07,2.07,2.33,2.33,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:35:11,enp6s0,664.20,1153.23,238.03,1510.36,0.00,0.00,0.40,0.49
plotter1,60,2022-01-02 18:36:11,lo,2.20,2.20,2.34,2.34,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:36:11,enp6s0,694.85,1180.13,280.73,1533.78,0.00,0.00,0.42,0.50
plotter1,60,2022-01-02 18:37:11,lo,5.90,5.90,4.59,4.59,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:37:11,enp6s0,623.67,992.85,282.98,1275.36,0.00,0.00,0.40,0.42
plotter1,60,2022-01-02 18:38:11,lo,4.68,4.68,4.08,4.08,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:38:11,enp6s0,682.92,1108.85,280.97,1438.34,0.00,0.00,0.40,0.47
plotter1,60,2022-01-02 18:39:11,lo,9.45,9.45,123.77,123.77,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:39:11,enp6s0,707.08,1220.00,273.46,1577.25,0.00,0.00,0.42,0.52
plotter1,60,2022-01-02 18:40:11,lo,2.17,2.17,2.69,2.69,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:40:11,enp6s0,570.03,935.45,238.31,1212.60,0.00,0.00,0.42,0.40
plotter1,60,2022-01-02 18:41:11,lo,1.93,1.93,2.14,2.14,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:41:11,enp6s0,724.83,1155.52,335.38,1493.90,0.00,0.00,0.40,0.49
plotter1,60,2022-01-02 18:42:11,lo,5.40,5.40,4.42,4.42,0.00,0.00,0.00,0.00
plotter1,60,2022-01-02 18:42:11,enp6s0,687.47,1128.58,286.72,1476.04,0.00,0.00,0.42,0.48
plotter1,60,2022-01-02 18:43:11,lo,17.13,17.13,13.96,13.96,0.00,0.00,0.00,0.00
