HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,V2_DS_FULLSYNC,AUTOTEST0,2022-05-25T11:49:40,2022-05-25T11:50:11,2022-05-25T11:50:59,2022-05-25T11:58:44,2022-05-25T18:33:10,57426837504,"Combination"
plotter1,V2_DS_FULLSYNC,DEFAULT,2022-05-25T18:33:22,2022-05-25T18:34:26,2022-05-25T18:35:13,2022-05-25T18:43:18,2022-05-26T03:18:28,82414927872,"Main branch, no changes"
