HOSTNAME,SCENARIO,TESTCASE,START_RUN,LOG_INITIATE_SYNC,LOG_START_SYNC,LOG_DUST_START_SYNC,LOG_DUST_STOP_SYNC,SQLITE_DB_SIZE_BYTES,DESCRIPTION
plotter1,DUSTSTORM2,AUTOTEST1,2022-01-05T00:25:23,2022-01-05T00:25:53,2022-01-05T00:27:23,2022-01-05T00:29:51,2022-01-05T01:01:53,39063126016,"No Changes from branch"
plotter1,DUSTSTORM2,AUTOTEST3,2022-01-05T01:02:02,2022-01-05T01:02:32,2022-01-05T01:04:10,2022-01-05T01:06:20,2022-01-05T01:37:48,38944112640,"From Block Store, only use fullblocks height and peak index; Drop all coin store indexes"
plotter1,DUSTSTORM2,AUTOTEST5,2022-01-05T01:37:55,2022-01-05T01:38:27,2022-01-05T01:39:58,2022-01-05T01:42:02,2022-01-05T02:13:27,38945685504,"Only full blocks height + peak index; plus max num workers for block chain consensus"
plotter1,DUSTSTORM2,AUTOTEST7,2022-01-05T02:13:38,2022-01-05T02:14:07,2022-01-05T02:15:12,2022-01-05T02:17:27,2022-01-05T02:48:37,38945685504,"Only full blocks height + peak index; increase coin_records lru cache * 100"
