# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
harvester2,60,2022-01-02 20:04:57,lo,1.05,1.05,0.20,0.20,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:04:57,eth0,6.73,5.33,0.58,3.02,0.00,0.00,2.47,0.00
harvester2,60,2022-01-02 20:04:57,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:05:57,lo,1.97,1.97,0.10,0.10,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:05:57,eth0,5.28,4.13,0.49,2.68,0.00,0.00,2.22,0.00
harvester2,60,2022-01-02 20:05:57,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:06:57,lo,2.43,2.43,0.26,0.26,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:06:57,eth0,7.77,5.63,0.73,2.94,0.00,0.00,2.32,0.00
harvester2,60,2022-01-02 20:06:57,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:07:57,lo,8.87,8.87,7.94,7.94,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:07:57,eth0,21.28,25.12,7.19,7.11,0.00,0.00,2.63,0.01
harvester2,60,2022-01-02 20:07:57,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:08:57,lo,2.13,2.13,2.37,2.37,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:08:57,eth0,184.38,64.28,251.63,6.78,0.00,0.00,2.87,0.21
harvester2,60,2022-01-02 20:08:57,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:09:57,lo,2.07,2.07,2.62,2.62,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 20:09:57,eth0,14.33,14.67,5.48,4.44,0.00,0.00,2.22,0.00
