# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
harvester2,60,2022-01-02 11:34:27,lo,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:34:27,eth0,6.53,4.70,0.61,2.79,0.00,0.00,2.95,0.00
harvester2,60,2022-01-02 11:34:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:35:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:35:27,eth0,6.02,4.45,0.56,2.72,0.00,0.00,2.52,0.00
harvester2,60,2022-01-02 11:35:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:36:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:36:27,eth0,5.42,4.40,0.50,2.69,0.00,0.00,2.15,0.00
harvester2,60,2022-01-02 11:36:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:37:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:37:27,eth0,6.42,4.43,0.57,2.67,0.00,0.00,2.88,0.00
harvester2,60,2022-01-02 11:37:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:38:27,lo,0.20,0.20,0.02,0.02,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:38:27,eth0,8.18,6.52,0.71,2.94,0.00,0.00,2.18,0.00
harvester2,60,2022-01-02 11:38:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:39:27,lo,0.20,0.20,0.02,0.02,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:39:27,eth0,9.93,8.18,0.87,3.19,0.00,0.00,2.27,0.00
harvester2,60,2022-01-02 11:39:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:40:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:40:27,eth0,7.92,5.42,0.68,2.80,0.00,0.00,3.40,0.00
harvester2,60,2022-01-02 11:40:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:41:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:41:27,eth0,5.83,4.47,0.52,2.67,0.00,0.00,2.23,0.00
harvester2,60,2022-01-02 11:41:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:42:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:42:27,eth0,5.83,4.40,0.52,2.67,0.00,0.00,2.30,0.00
harvester2,60,2022-01-02 11:42:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:43:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:43:27,eth0,5.28,4.45,0.48,2.68,0.00,0.00,2.10,0.00
harvester2,60,2022-01-02 11:43:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:44:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:44:27,eth0,5.88,4.45,0.52,2.67,0.00,0.00,2.58,0.00
harvester2,60,2022-01-02 11:44:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:45:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:45:27,eth0,6.63,4.83,0.60,2.81,0.00,0.00,2.87,0.00
harvester2,60,2022-01-02 11:45:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:46:27,lo,1.15,1.15,0.20,0.20,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:46:27,eth0,5.78,4.72,0.50,2.82,0.00,0.00,2.02,0.00
harvester2,60,2022-01-02 11:46:27,wlan0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
harvester2,60,2022-01-02 11:47:27,lo,2.00,2.00,0.10,0.10,0.00,0.00,0.00,0.00
